Year,Single-Year Ages Code,Sex Code,Deaths,Population,qx,px,lx,dx,Lx,Tx,ex,Cumulative Survival
2018,58,M,21133,2165907,0.009757,0.990243,88324.99854,861.79,87894.10503,1838691.766,20.81734273,0.883249985
2018,59,M,22347,2077675,0.010756,0.989244,87463.20153,940.75,86992.82443,1750797.661,20.01753458,0.874632015
2018,60,M,23537,2054540,0.011456,0.988544,86522.46721,991.20,86026.86652,1663804.836,19.22974333,0.865224672
2018,61,M,25083,2018812,0.012425,0.987575,85531.25784,1062.73,84999.8949,1577777.97,18.44679956,0.855312578
2018,62,M,26097,1933853,0.013495,0.986505,84468.56327,1139.90,83898.61164,1492778.075,17.67258749,0.844685633
2018,63,M,27437,1908640,0.014375,0.985625,83328.67513,1197.85,82729.75028,1408879.463,16.90749866,0.833286751
2018,64,M,27858,1813691,0.01536,0.98464,82130.81233,1261.53,81500.04769,1326149.713,16.14679893,0.821308123
2018,65,M,28364,1734093,0.016357,0.983643,80869.29636,1322.78,80207.90682,1244649.665,15.39088036,0.808692964
2018,66,M,29154,1658451,0.017579,0.982421,79546.54335,1398.35,78847.36901,1164441.759,14.63849602,0.795465434
2018,67,M,29459,1595396,0.018465,0.981535,78148.19036,1443.01,77426.68719,1085594.389,13.89148468,0.781481904
2018,68,M,29869,1552348,0.019241,0.980759,76705.18339,1475.88,75967.24117,1008167.702,13.14341036,0.767051834
2018,69,M,31702,1494525,0.021212,0.978788,75229.28551,1595.76,74431.40371,932200.4611,12.39145706,0.752292855
2018,70,M,33290,1469752,0.02265,0.97735,73633.51508,1667.80,72799.61552,857769.0574,11.64916623,0.736335151
2018,71,M,36251,1522210,0.023815,0.976185,71965.71009,1713.86,71108.7784,784969.4419,10.90754807,0.719657101
2018,72,M,30308,1106964,0.027379,0.972621,70251.86709,1923.43,69290.15416,713860.6635,10.16144756,0.702518671
2018,73,M,31179,1078210,0.028917,0.971083,68328.41376,1975.85,67340.48739,644570.5093,9.433418308,0.683284138
2018,74,M,33335,1034136,0.032235,0.967765,66352.53558,2138.87,65283.09859,577230.022,8.699441806,0.663525356
2018,75,M,36291,1042460,0.034813,0.965187,64213.68559,2235.47,63095.95007,511946.9234,7.972551625,0.642136856
2018,76,M,34251,890943,0.038444,0.961556,61978.22441,2382.69,60786.87898,448850.9733,7.242075383,0.619782244
2018,77,M,33845,795142,0.042565,0.957435,59595.56226,2536.69,58327.21971,388064.0943,6.51162737,0.595955623
2018,78,M,33257,736686,0.045144,0.954856,57058.89358,2575.87,55770.96023,329736.8746,5.778886584,0.570588936
2018,79,M,34328,679443,0.050524,0.949476,54483.02323,2752.70,53106.6731,273965.9144,5.02846388,0.544830232
2018,80,M,35018,630172,0.055569,0.944431,51730.33725,2874.60,50293.03569,220859.2413,4.269433625,0.517303373
2018,81,M,34624,561875,0.061622,0.938378,48855.73643,3010.59,47350.44233,170566.2056,3.491221667,0.488557364
2018,82,M,35372,517114,0.068403,0.931597,45845.13617,3135.94,44277.16375,123215.7633,2.687651811,0.458451362
2018,83,M,35491,474179,0.074847,0.925153,42709.20453,3196.66,41110.87661,78938.59951,1.848280725,0.427092045
2018,84,M,34711,407026,0.08528,0.91472,39512.53749,3369.63,37827.72289,37827.72289,0.95736,0.395125375
2018,20,T,3273,4273822,0.000766,0.999234,100000,76.60,99961.7,5662426.322,56.62426322,1
2018,21,T,3721,4292514,0.000867,0.999133,99923.41749,86.63,99880.10069,5562464.622,55.66727761,0.999234175
2018,22,T,3960,4334743,0.000914,0.999086,99836.79808,91.25,99791.17266,5462584.521,54.71514137,0.998367981
2018,23,T,4252,4438724,0.000958,0.999042,99745.59228,95.56,99697.81414,5362793.348,53.76471507,0.997455923
2018,24,T,4568,4533776,0.001008,0.998992,99650.04269,100.45,99599.81907,5263095.534,52.81578805,0.996500427
2018,25,T,4844,4606281,0.001052,0.998948,99549.64042,104.73,99497.27731,5163495.715,51.86855214,0.995496404
2018,26,T,5230,4728714,0.001106,0.998894,99444.95326,109.99,99389.9602,5063998.438,50.92262877,0.994449533
2018,27,T,5699,4813980,0.001184,0.998816,99334.96626,117.61,99276.15996,4964608.477,49.97845839,0.993349663
2018,28,T,5829,4801711,0.001214,0.998786,99217.36918,120.45,99157.14424,4865332.318,49.03710265,0.992173692
2018,29,T,5859,4611070,0.001271,0.998729,99096.92502,125.95,99033.94892,4766175.173,48.09609554,0.99096925
2018,30,T,6100,4501282,0.001355,0.998645,98971.00872,134.11,98903.95586,4667141.224,47.15665006,0.989710087
2018,31,T,5959,4421549,0.001348,0.998652,98836.88623,133.23,98770.27017,4568237.269,46.21996344,0.988368862
2018,32,T,6299,4433749,0.001421,0.998579,98703.682,140.26,98633.55303,4469466.998,45.28166435,0.98703682
2018,33,T,6478,4461246,0.001452,0.998548,98563.45429,143.11,98491.89722,4370833.445,44.34537605,0.985634543
2018,34,T,6547,4318192,0.001516,0.998484,98420.33417,149.21,98345.73156,4272341.548,43.40913475,0.984203342
2018,35,T,7090,4376401,0.00162,0.99838,98271.11479,159.20,98191.51519,4173995.817,42.47428988,0.982711148
2018,36,T,7205,4366923,0.00165,0.99835,98111.91041,161.88,98030.96808,4075804.301,41.54240076,0.981119104
2018,37,T,7463,4313086,0.00173,0.99827,97950.03526,169.45,97865.30848,3977773.333,40.6102287,0.979500353
2018,38,T,7835,4391406,0.001784,0.998216,97780.55079,174.44,97693.33054,3879908.025,39.67975219,0.977805508
2018,39,T,8024,4115771,0.00195,0.99805,97606.09399,190.33,97510.92805,3782214.694,38.74978026,0.97606094
2018,40,T,7907,4031314,0.001961,0.998039,97415.80369,191.03,97320.28749,3684703.766,37.82449692,0.974158037
2018,41,T,8185,3986156,0.002053,0.997947,97224.7328,199.60,97124.93161,3587383.479,36.89784868,0.972247328
2018,42,T,8293,3866067,0.002145,0.997855,97025.09575,208.12,96921.03633,3490258.547,35.97274004,0.970250958
2018,43,T,8902,3979609,0.002237,0.997763,96816.96973,216.58,96708.67995,3393337.511,35.04899524,0.968169697
2018,44,T,9476,3851155,0.002461,0.997539,96600.39955,237.73,96481.53276,3296628.831,34.1264513,0.966003996
2018,45,T,10509,3904041,0.002692,0.997308,96362.70841,259.41,96233.0042,3200147.298,33.20939553,0.963627084
2018,46,T,11925,4074459,0.002927,0.997073,96103.31675,281.29,95962.66955,3103914.294,32.29768127,0.961033168
2018,47,T,13249,4301318,0.00308,0.99692,95822.04455,295.13,95674.4786,3007951.624,31.39101903,0.958220446
2018,48,T,14182,4349714,0.00326,0.99674,95526.8917,311.42,95371.18287,2912277.146,30.48646401,0.955268917
2018,49,T,15008,4117603,0.003645,0.996355,95215.43159,347.06,95041.90147,2816905.963,29.5845528,0.952154316
2018,50,T,15823,4026474,0.00393,0.99607,94868.38667,372.83,94681.97029,2721864.061,28.69094919,0.948683867
2018,51,T,17543,4025069,0.004358,0.995642,94495.57848,411.81,94289.67261,2627182.091,27.80216951,0.944955785
2018,52,T,19504,4094079,0.004764,0.995236,94083.72568,448.21,93859.61825,2532892.418,26.92168492,0.940837257
2018,53,T,22113,4333375,0.005103,0.994897,93635.51524,477.82,93396.60422,2439032.8,26.04815912,0.936355152
2018,54,T,24981,4405567,0.00567,0.99433,93157.6978,528.20,92893.59573,2345636.196,25.17919884,0.931576978
2018,55,T,27310,4393983,0.006215,0.993785,92629.4633,575.69,92341.61724,2252742.6,24.3199358,0.926294633
2018,56,T,29857,4377130,0.006821,0.993179,92053.74177,627.90,91739.79248,2160400.983,23.46891002,0.920537418
2018,57,T,32543,4422810,0.007358,0.992642,91425.83065,672.71,91089.47502,2068661.191,22.62666006,0.914258307
2018,58,T,34611,4453038,0.007772,0.992228,90753.12014,705.33,90400.45352,1977571.716,21.79067466,0.907531201
2018,59,T,36642,4294024,0.008533,0.991467,90047.74636,768.38,89663.55765,1887171.262,20.95745133,0.900477464
2018,60,T,38701,4259361,0.009086,0.990914,89279.34601,811.19,88873.74994,1797507.704,20.13352231,0.89279346
2018,61,T,41292,4202894,0.009825,0.990175,88468.14453,869.20,88033.54477,1708633.954,19.31355024,0.884681445
2018,62,T,42834,4043396,0.010594,0.989406,87598.97518,928.02,87134.96341,1620600.41,18.50022111,0.875989752
2018,63,T,45095,4000235,0.011273,0.988727,86670.98928,977.04,86182.46825,1533465.446,17.69294961,0.866709893
2018,64,T,45951,3825765,0.012011,0.987989,85693.93961,1029.27,85179.30466,1447282.978,16.88897703,0.856939396
2018,65,T,47257,3669600,0.012878,0.987122,84664.6756,1090.31,84119.51975,1362103.673,16.088217,0.846646756
2018,66,T,48642,3516436,0.013833,0.986167,83574.36642,1156.08,82996.32431,1277984.154,15.29158052,0.835743664
2018,67,T,49857,3398755,0.014669,0.985331,82418.30263,1208.99,81813.80559,1194987.829,14.49905896,0.824183026
2018,68,T,51107,3307833,0.01545,0.98455,81209.29247,1254.68,80581.95069,1113174.024,13.70747103,0.812092925
2018,69,T,54383,3194269,0.017025,0.982975,79954.58484,1361.23,79273.97144,1032592.073,12.91473247,0.799545848
2018,70,T,58141,3144466,0.01849,0.98151,78593.34376,1453.19,77866.7483,953318.1015,12.12975624,0.785933438
2018,71,T,63825,3260552,0.019575,0.980425,77140.15724,1510.02,76385.14795,875451.3532,11.34884066,0.771401572
2018,72,T,53943,2392283,0.022549,0.977451,75630.14589,1705.38,74777.45381,799066.2053,10.56544577,0.756301459
2018,73,T,56033,2344633,0.023898,0.976102,73924.78036,1766.65,73041.45316,724288.7515,9.797644957,0.739247804
2018,74,T,60590,2263489,0.026768,0.973232,72158.09568,1931.53,71192.33173,651247.2983,9.025283888,0.721580957
2018,75,T,66524,2293604,0.029004,0.970996,70226.53824,2036.85,69208.11298,580054.9666,8.259768759,0.702265382
2018,76,T,63365,1978012,0.032035,0.967965,68189.67824,2184.46,67097.45007,510846.8536,7.491556887,0.681896782
2018,77,T,63017,1786181,0.03528,0.96472,66005.24308,2328.66,64840.91059,443749.4036,6.722941737,0.660052431
2018,78,T,63188,1666402,0.037919,0.962081,63676.55836,2414.55,62469.28265,378908.493,5.950517784,0.636765584
2018,79,T,65651,1542867,0.042551,0.957449,61262.01831,2606.76,59958.63824,316439.2103,5.165340925,0.612620183
2018,80,T,67987,1451583,0.046836,0.953164,58655.23965,2747.18,57281.65125,256480.5721,4.372679638,0.586552397
2018,81,T,68584,1311488,0.052295,0.947705,55908.03624,2923.71,54446.18086,199198.9208,3.562974739,0.559080362
2018,82,T,71290,1224165,0.058236,0.941764,52984.33678,3085.60,51441.53886,144752.74,2.731991165,0.529843368
2018,83,T,73173,1143669,0.063981,0.936019,49898.76141,3192.57,48302.47508,93311.2011,1.870010366,0.498987614
2018,84,T,72426,996403,0.072687,0.927313,46706.19252,3394.93,45008.72601,45008.72601,0.9636565,0.467061925
2019,20,F,861,2086544,0.000413,0.999587,100000,41.30,99979.35,5844140.191,58.44140191,1
2019,21,F,950,2091237,0.000454,0.999546,99958.73559,45.38,99936.04496,5744160.841,57.46532113,0.999587356
2019,22,F,973,2103476,0.000463,0.999537,99913.32668,46.26,99890.19674,5644224.796,56.49121076,0.999133267
2019,23,F,1167,2119886,0.000551,0.999449,99867.11001,55.03,99839.59662,5544334.599,55.51712269,0.9986711
2019,24,F,1175,2167045,0.000542,0.999458,99812.13303,54.10,99785.08394,5444495.002,54.54742662,0.99812133
2019,25,F,1271,2213205,0.000574,0.999426,99758.01359,57.26,99729.38304,5344709.918,53.57674763,0.997580136
2019,26,F,1390,2245334,0.000619,0.999381,99700.72453,61.71,99669.86716,5244980.535,52.60724594,0.997007245
2019,27,F,1519,2312599,0.000657,0.999343,99639.00365,65.46,99606.27224,5145310.668,51.63952348,0.996390037
2019,28,F,1628,2366969,0.000688,0.999312,99573.55709,68.51,99539.30379,5045704.396,50.67313595,0.995735571
2019,29,F,1719,2366339,0.000726,0.999274,99505.07045,72.24,99468.95011,4946165.092,49.70766886,0.995050705
2019,30,F,1882,2273519,0.000828,0.999172,99432.78612,82.33,99391.62095,4846696.142,48.74344098,0.994327861
2019,31,F,1943,2220984,0.000875,0.999125,99350.4765,86.93,99307.01067,4747304.521,47.78340969,0.993504765
2019,32,F,1994,2181619,0.000914,0.999086,99263.56098,90.73,99218.19753,4647997.51,46.82481129,0.99263561
2019,33,F,2273,2189693,0.001038,0.998962,99172.83407,102.94,99121.36337,4548779.313,45.8671909,0.991728341
2019,34,F,2208,2210880,0.000999,0.999001,99069.8882,98.97,99020.40279,4449657.949,44.91433301,0.990698882
2019,35,F,2327,2148244,0.001083,0.998917,98970.94737,107.19,98917.3546,4350637.547,43.95873397,0.989709474
2019,36,F,2472,2181076,0.001133,0.998867,98863.74102,112.01,98807.73471,4251720.192,43.00585987,0.98863741
2019,37,F,2626,2180124,0.001205,0.998795,98751.69028,119.00,98692.19239,4152912.457,42.05408987,0.987516903
2019,38,F,2896,2156217,0.001343,0.998657,98632.74203,132.46,98566.51014,4054220.265,41.10420314,0.98632742
2019,39,F,3076,2186919,0.001407,0.998593,98500.26908,138.59,98430.97414,3955653.755,40.15881166,0.985002691
2019,40,F,3011,2058650,0.001463,0.998537,98361.72402,143.90,98289.77242,3857222.781,39.21467236,0.98361724
2019,41,F,3071,2018752,0.001521,0.998479,98217.85928,149.39,98143.1646,3758933.008,38.27137993,0.982178593
2019,42,F,3136,2002157,0.001566,0.998434,98068.44665,153.58,97991.65906,3660789.844,37.32892657,0.980684467
2019,43,F,3370,1940751,0.001736,0.998264,97914.84099,169.98,97829.85091,3562798.185,36.38670245,0.97914841
2019,44,F,3565,1994174,0.001788,0.998212,97744.81763,174.77,97657.43376,3464968.334,35.44912577,0.977448176
2019,45,F,3861,1937417,0.001993,0.998007,97570.07847,194.46,97472.84989,3367310.9,34.51171663,0.975700785
2019,46,F,4261,1970074,0.002163,0.997837,97375.63501,210.62,97270.32326,3269838.05,33.57963262,0.97375635
2019,47,F,4786,2052817,0.002331,0.997669,97165.02486,226.49,97051.77902,3172567.727,32.65133448,0.971650249
2019,48,F,5542,2168043,0.002556,0.997444,96938.49136,247.77,96814.60397,3075515.948,31.72646804,0.969384914
2019,49,F,5931,2184045,0.002716,0.997284,96690.69503,262.61,96559.38907,2978701.344,30.80649428,0.96690695
2019,50,F,6211,2071196,0.002999,0.997001,96428.12145,289.19,96283.52748,2882141.955,29.88901901,0.964281215
2019,51,F,6545,2027460,0.003228,0.996772,96138.95757,310.34,95983.78929,2785858.427,28.97741454,0.961389576
2019,52,F,7183,2033163,0.003533,0.996467,95828.60399,338.56,95659.32276,2689874.638,28.06964232,0.95828604
2019,53,F,8043,2067526,0.00389,0.99611,95490.0493,371.46,95304.32115,2594215.315,27.167389,0.954900493
2019,54,F,9183,2191195,0.004191,0.995809,95118.57805,398.64,94919.25707,2498910.994,26.27153439,0.951185781
2019,55,F,10259,2236979,0.004586,0.995414,94719.94904,434.39,94502.7562,2403991.737,25.37999399,0.94719949
2019,56,F,11173,2235893,0.004997,0.995003,94285.55428,471.14,94049.98182,2309488.981,24.49462167,0.942855543
2019,57,F,12317,2230590,0.005522,0.994478,93814.39913,518.04,93555.37757,2215438.999,23.61512752,0.938143991
2019,58,F,13439,2259796,0.005947,0.994053,93296.36939,554.83,93018.95264,2121883.621,22.74347475,0.932963694
2019,59,F,14210,2271644,0.006255,0.993745,92741.53616,580.10,92451.48701,2028864.669,21.87654801,0.927415362
2019,60,F,15391,2199986,0.006996,0.993004,92161.40247,644.76,91839.02188,1936413.182,21.01110801,0.921614025
2019,61,F,16341,2187221,0.007471,0.992529,91516.64557,683.72,91174.78514,1844574.16,20.15561375,0.915166456
2019,62,F,17321,2165425,0.007999,0.992001,90832.91333,726.57,90469.62709,1753399.375,19.30356861,0.908329133
2019,63,F,17837,2090246,0.008533,0.991467,90106.3507,768.88,89721.91195,1662929.748,18.45518917,0.901063507
2019,64,F,18724,2071538,0.009039,0.990961,89337.43308,807.52,88933.67255,1573207.836,17.60972732,0.893374331
2019,65,F,19046,1991169,0.009565,0.990435,88529.93928,846.79,88106.54485,1484274.163,16.76578766,0.885299393
2019,66,F,19793,1914181,0.01034,0.98966,87683.12958,906.64,87229.8078,1396167.618,15.92287621,0.876831296
2019,67,F,20479,1836574,0.011151,0.988849,86776.46914,967.64,86292.64694,1308937.81,15.08401786,0.867764691
2019,68,F,21517,1781346,0.012079,0.987921,85808.85482,1036.49,85290.61224,1222645.164,14.24847315,0.858088548
2019,69,F,22639,1731958,0.013071,0.986929,84772.3638,1108.06,84218.33402,1137354.551,13.41657234,0.847723638
2019,70,F,24422,1674584,0.014584,0.985416,83664.27599,1220.16,83054.19609,1053136.217,12.58764514,0.83664276
2019,71,F,26607,1647705,0.016148,0.983852,82444.12284,1331.31,81778.46899,970082.0212,11.76653942,0.824441228
2019,72,F,29424,1707812,0.017229,0.982771,81112.82216,1397.49,80414.07575,888303.5522,10.95145661,0.811128222
2019,73,F,25287,1259662,0.020074,0.979926,79715.32426,1600.21,78915.22155,807889.4765,10.13468218,0.797153243
2019,74,F,26098,1238863,0.021066,0.978934,78115.08436,1645.57,77292.29818,728974.2549,9.332054889,0.781150844
2019,75,F,28571,1199896,0.023811,0.976189,76469.50492,1820.82,75559.09723,651681.9567,8.522115547,0.764695049
2019,76,F,31604,1218702,0.025933,0.974067,74648.67193,1935.86,73680.73993,576122.8595,7.717791149,0.746486719
2019,77,F,30493,1056331,0.028867,0.971133,72712.84461,2099.00,71663.34377,502442.1196,6.909949986,0.727128446
2019,78,F,30611,960647,0.031865,0.968135,70613.85029,2250.11,69488.79512,430778.7758,6.100485585,0.706138503
2019,79,F,31718,898590,0.035298,0.964702,68363.74117,2413.10,67157.1895,361289.9807,5.284818743,0.683637412
2019,80,F,33085,831640,0.039783,0.960217,65950.67054,2623.72,64638.81278,294132.7912,4.459890836,0.659506705
2019,81,F,34649,788013,0.04397,0.95603,63326.96565,2784.49,61934.72231,229493.9784,3.623953494,0.633269657
2019,82,F,35705,715575,0.049897,0.950103,60542.47347,3020.89,59032.02957,167559.2561,2.767631491,0.605424735
2019,83,F,37703,671025,0.056187,0.943813,57521.58955,3231.97,55905.60677,108527.2265,1.886721618,0.575215896
2019,84,F,38788,631230,0.061448,0.938552,54289.61385,3335.99,52621.61975,52621.61975,0.969276,0.542896139
2019,20,M,2452,2183139,0.001123,0.998877,100000,112.30,99943.85,5490469.461,54.90469461,1
2019,21,M,2871,2187086,0.001313,0.998687,99887.68466,131.15,99822.1084,5390525.611,53.96586806,0.998876847
2019,22,M,2909,2195296,0.001325,0.998675,99756.56154,132.18,99690.47282,5290703.503,53.0361454,0.997565615
2019,23,M,2979,2221758,0.001341,0.998659,99624.37352,133.60,99557.57538,5191013.03,52.10585368,0.996243735
2019,24,M,3176,2277473,0.001395,0.998605,99490.79416,138.79,99421.39933,5091455.454,51.17514135,0.994907942
2019,25,M,3481,2325853,0.001497,0.998503,99352.05145,148.73,99277.68644,4992034.055,50.24590818,0.993520515
2019,26,M,3696,2365886,0.001562,0.998438,99203.35569,154.96,99125.87787,4892756.369,49.32047242,0.992033557
2019,27,M,3864,2421270,0.001596,0.998404,99048.37967,158.08,98969.33906,4793630.491,48.39685926,0.990483797
2019,28,M,4129,2451756,0.001684,0.998316,98890.31264,166.53,98807.047,4694661.152,47.47341804,0.988903126
2019,29,M,4272,2439805,0.001751,0.998249,98723.77156,172.87,98637.3389,4595854.105,46.55265932,0.987237716
2019,30,M,4301,2340865,0.001837,0.998163,98550.91022,181.04,98460.39121,4497216.766,45.63343713,0.985509102
2019,31,M,4282,2281327,0.001877,0.998123,98369.83722,184.64,98277.51713,4398756.375,44.71651574,0.983698372
2019,32,M,4269,2239886,0.001906,0.998094,98185.19922,187.14,98091.62873,4300478.857,43.79966524,0.981851992
2019,33,M,4410,2243280,0.001966,0.998034,97998.06799,192.66,97901.73589,4202387.229,42.88234773,0.97998068
2019,34,M,4647,2249252,0.002066,0.997934,97805.41639,202.07,97704.38339,4104485.493,41.96583016,0.978054164
2019,35,M,4671,2167622,0.002155,0.997845,97603.34843,210.34,97498.18082,4006781.109,41.05167675,0.976033484
2019,36,M,4854,2191368,0.002215,0.997785,97393.02337,215.73,97285.1606,3909282.929,40.13925016,0.973930234
2019,37,M,5066,2181162,0.002323,0.997677,97177.29249,225.74,97064.42106,3811997.768,39.22724816,0.971772925
2019,38,M,5281,2149359,0.002457,0.997543,96951.58704,238.21,96832.48202,3714933.347,38.31740625,0.96951587
2019,39,M,5369,2195430,0.002446,0.997554,96713.37586,236.56,96595.0954,3618100.865,37.41055291,0.967133759
2019,40,M,5628,2046663,0.00275,0.99725,96476.85996,265.31,96344.20428,3521505.77,36.50104047,0.9647686
2019,41,M,5385,2001502,0.00269,0.99731,96211.56383,258.81,96082.15928,3425161.565,35.6003107,0.962115638
2019,42,M,5655,1972584,0.002867,0.997133,95952.70859,275.10,95815.16038,3329079.406,34.69500189,0.959527086
2019,43,M,5558,1913289,0.002905,0.997095,95677.63155,277.94,95538.65979,3233264.246,33.793314,0.956776316
2019,44,M,5969,1973101,0.003025,0.996975,95399.69326,288.58,95255.40122,3137725.586,32.89031105,0.953996933
2019,45,M,6309,1900492,0.00332,0.99668,95111.09132,315.77,94953.20691,3042470.185,31.98859505,0.951110913
2019,46,M,6937,1919298,0.003614,0.996386,94795.3542,342.59,94624.05899,2947516.978,31.09347502,0.947953542
2019,47,M,7793,2005221,0.003886,0.996114,94452.73134,367.04,94269.20968,2852892.919,30.20445124,0.944527313
2019,48,M,8843,2114614,0.004182,0.995818,94085.65453,393.47,93888.92143,2758623.709,29.3203435,0.940856545
2019,49,M,9476,2145730,0.004416,0.995584,93692.20237,413.74,93485.32999,2664734.788,28.44137207,0.936922024
2019,50,M,9940,2025376,0.004908,0.995092,93278.43768,457.81,93049.53239,2571249.458,27.56531436,0.932784377
2019,51,M,10653,1976883,0.005389,0.994611,92820.65223,500.21,92570.54698,2478199.925,26.69879887,0.928206522
2019,52,M,11605,1968619,0.005895,0.994105,92320.46157,544.23,92048.34701,2385629.378,25.84074362,0.923204616
2019,53,M,12550,2001325,0.006271,0.993729,91776.23287,575.53,91488.46849,2293581.031,24.99101303,0.917762329
2019,54,M,14741,2114408,0.006972,0.993028,91200.71829,635.85,90882.79259,2202092.563,24.14556161,0.912007183
2019,55,M,16534,2137586,0.007735,0.992265,90564.89503,700.52,90214.6353,2111209.77,23.31156868,0.90564895
2019,56,M,17793,2125123,0.008373,0.991627,89864.38521,752.43,89488.16796,2020995.135,22.48938921,0.898643852
2019,57,M,19341,2111795,0.009159,0.990841,89111.97841,816.18,88703.8901,1931506.967,21.67505426,0.891119784
2019,58,M,20908,2125774,0.009835,0.990165,88295.84106,868.39,87861.64626,1842803.077,20.87078003,0.882958411
2019,59,M,22479,2142211,0.010493,0.989507,87427.4094,917.38,86968.7215,1754941.43,20.07312629,0.874274094
2019,60,M,23299,2052677,0.011351,0.988649,86510.00176,981.98,86019.01425,1667972.709,19.28069212,0.865100018
2019,61,M,25181,2027951,0.012417,0.987583,85528.0662,1062.00,84997.0652,1581953.695,18.4963108,0.855280662
2019,62,M,26654,1991220,0.013386,0.986614,84466.06705,1130.66,83900.73566,1496956.63,17.72257999,0.844660671
2019,63,M,27524,1905842,0.014442,0.985558,83335.42425,1203.53,82733.65915,1413055.894,16.95624528,0.833354243
2019,64,M,28212,1879040,0.015014,0.984986,82131.9015,1233.13,81515.33732,1330322.235,16.1973875,0.821319015
2019,65,M,29113,1783428,0.016324,0.983676,80898.76904,1320.59,80238.47329,1248806.897,15.4366613,0.80898769
2019,66,M,29767,1703888,0.01747,0.98253,79578.16296,1390.23,78883.04771,1168568.424,14.68453632,0.79578163
2019,67,M,30240,1627863,0.018577,0.981423,78187.92888,1452.50,77461.6803,1089685.376,13.93674691,0.781879289
2019,68,M,30695,1564129,0.019624,0.980376,76735.47067,1505.86,75982.54223,1012223.696,13.19107953,0.767354707
2019,69,M,31123,1520465,0.020469,0.979531,75229.58767,1539.87,74459.65045,936241.1539,12.44511877,0.752295877
2019,70,M,32921,1462120,0.022516,0.977484,73689.68346,1659.20,72860.085,861781.5034,11.69473749,0.736896835
2019,71,M,34789,1435378,0.024237,0.975763,72030.49128,1745.80,71157.58977,788921.4184,10.9526036,0.720304913
2019,72,M,37706,1483236,0.025421,0.974579,70284.70114,1786.71,69391.34745,717763.8287,10.2122342,0.702847011
2019,73,M,31566,1074771,0.02937,0.97063,68497.96259,2011.79,67492.07001,648372.4812,9.465573233,0.684979626
2019,74,M,32327,1044301,0.030956,0.969044,66486.17897,2058.15,65457.10589,580880.4112,8.736859603,0.66486179
2019,75,M,34576,998390,0.034632,0.965368,64428.05712,2231.27,63312.42088,515423.3053,7.999982125,0.644280571
2019,76,M,37415,1003690,0.037277,0.962723,62196.8003,2318.51,61037.54524,452110.8844,7.269037671,0.621968003
2019,77,M,35401,854930,0.041408,0.958592,59878.26242,2479.44,58638.54287,391073.3392,6.531140407,0.598782624
2019,78,M,34513,760170,0.045402,0.954598,57398.81923,2606.02,56095.80863,332434.7963,5.791666114,0.573988192
2019,79,M,34591,701319,0.049323,0.950677,54792.81603,2702.55,53441.543,276338.9877,5.043343411,0.54792816
2019,80,M,35264,643638,0.054789,0.945211,52090.28224,2853.97,50663.295,222897.4447,4.27906003,0.520902822
2019,81,M,35972,593628,0.060597,0.939403,49236.33062,2983.57,47744.54366,172234.1497,3.498110999,0.492363306
2019,82,M,35419,525766,0.067366,0.932634,46252.76299,3115.86,44694.83117,124489.606,2.691506366,0.46252763
2019,83,M,35821,480165,0.074601,0.925399,43136.87757,3218.05,41527.85047,79794.77484,1.849804143,0.431368776
2019,84,M,36128,436527,0.082762,0.917238,39918.80442,3303.76,38266.92437,38266.92437,0.958619,0.399188044
2019,20,T,3313,4269683,0.000776,0.999224,100000,77.60,99961.2,5666872.163,56.66872163,1
2019,21,T,3821,4278323,0.000893,0.999107,99922.40642,89.23,99877.79107,5566910.963,55.71233883,0.999224064
2019,22,T,3882,4298772,0.000903,0.999097,99833.16502,90.15,99788.09035,5467033.172,54.76169338,0.99833165
2019,23,T,4146,4341644,0.000955,0.999045,99743.01082,95.25,99695.38353,5367245.082,53.81073859,0.997430108
2019,24,T,4351,4444518,0.000979,0.999021,99647.76245,97.56,99598.98487,5267549.698,52.86169572,0.996477625
2019,25,T,4752,4539058,0.001047,0.998953,99550.2114,104.23,99498.09686,5167950.713,51.91300591,0.995502114
2019,26,T,5086,4611220,0.001103,0.998897,99445.99096,109.69,99391.1465,5068452.616,50.96688733,0.99445991
2019,27,T,5383,4733869,0.001137,0.998863,99336.30582,112.95,99279.83313,4969061.47,50.02261186,0.993363058
2019,28,T,5757,4818725,0.001195,0.998805,99223.34804,118.57,99164.06209,4869781.637,49.0789893,0.99223348
2019,29,T,5991,4806144,0.001247,0.998753,99104.80448,123.58,99043.01263,4770617.575,48.13709688,0.991048045
2019,30,T,6183,4614384,0.00134,0.99866,98981.26742,132.63,98914.94997,4671574.562,47.19655227,0.989812674
2019,31,T,6225,4502311,0.001383,0.998617,98848.63842,136.71,98780.28459,4572659.612,46.25920686,0.988486384
2019,32,T,6263,4421505,0.001416,0.998584,98711.96799,139.78,98642.07992,4473879.327,45.32256239,0.98711968
2019,33,T,6683,4432973,0.001508,0.998492,98572.14386,148.65,98497.82046,4375237.248,44.38614274,0.985721439
2019,34,T,6855,4460132,0.001537,0.998463,98423.53984,151.28,98347.90135,4276739.427,43.45240411,0.984235398
2019,35,T,6998,4315866,0.001621,0.998379,98272.26778,159.30,98192.61811,4178391.526,42.51852145,0.982722678
2019,36,T,7326,4372444,0.001675,0.998325,98112.92332,164.34,98030.75375,4080198.908,41.58676319,0.981129233
2019,37,T,7692,4361286,0.001764,0.998236,97948.53579,172.78,97862.14518,3982168.154,40.65571906,0.979485358
