Year Code,Single-Year Ages Code,Sex Code,Deaths,Population
2012.0,12,F,209,2053985
2012.0,12,M,301,2152954
2012.0,12,T,510,4206939
2012.0,13,F,243,2020062
2012.0,13,M,379,2116190
2012.0,13,T,622,4136252
2012.0,14,F,307,2019557
2012.0,14,M,516,2115717
2012.0,14,T,823,4135274
2012.0,15,F,392,2025654
2012.0,15,M,696,2118360
2012.0,15,T,1088,4144014
2012.0,16,F,497,2035449
2012.0,16,M,962,2138825
2012.0,16,T,1459,4174274
2012.0,17,F,520,2075821
2012.0,17,M,1319,2189881
2012.0,17,T,1839,4265702
2012.0,18,F,701,2116371
2012.0,18,M,1971,2237646
2012.0,18,T,2672,4354017
2012.0,19,F,740,2144546
2012.0,19,M,2276,2278149
2012.0,19,T,3016,4422695
2012.0,20,F,856,2208792
2012.0,20,M,2553,2334982
2012.0,20,T,3409,4543774
2012.0,21,F,938,2261030
2012.0,21,M,2857,2366479
2012.0,21,T,3795,4627509
2012.0,22,F,1009,2261968
2012.0,22,M,3086,2361771
2012.0,22,T,4095,4623739
2012.0,23,F,1009,2173970
2012.0,23,M,2830,2269569
2012.0,23,T,3839,4443539
2012.0,24,F,1064,2127987
2012.0,24,M,2906,2216655
2012.0,24,T,3970,4344642
2012.0,25,F,1066,2095941
2012.0,25,M,2891,2179197
2012.0,25,T,3957,4275138
2012.0,26,F,1144,2111487
2012.0,26,M,2983,2187301
2012.0,26,T,4127,4298788
2012.0,27,F,1167,2139336
2012.0,27,M,2948,2200238
2012.0,27,T,4115,4339574
2012.0,28,F,1294,2083043
2012.0,28,M,2990,2123571
2012.0,28,T,4284,4206614
2012.0,29,F,1370,2123633
2012.0,29,M,3139,2154579
2012.0,29,T,4509,4278212
2012.0,30,F,1497,2131196
2012.0,30,M,3089,2152214
2012.0,30,T,4586,4283410
2012.0,31,F,1486,2114263
2012.0,31,M,3208,2127915
2012.0,31,T,4694,4242178
2012.0,32,F,1507,2151063
2012.0,32,M,3159,2180995
2012.0,32,T,4666,4332058
2012.0,33,F,1639,2028414
2012.0,33,M,3189,2037148
2012.0,33,T,4828,4065562
2012.0,34,F,1638,1992153
2012.0,34,M,3187,1995634
2012.0,34,T,4825,3987787
2012.0,35,F,1783,1978944
2012.0,35,M,3228,1971623
2012.0,35,T,5011,3950567
2012.0,36,F,1833,1920986
2012.0,36,M,3339,1915483
2012.0,36,T,5172,3836469
2012.0,37,F,1923,1979730
2012.0,37,M,3481,1979762
2012.0,37,T,5404,3959492
2012.0,38,F,2096,1927815
2012.0,38,M,3526,1911189
2012.0,38,T,5622,3839004
2012.0,39,F,2369,1966111
2012.0,39,M,3794,1936556
2012.0,39,T,6163,3902667
2012.0,40,F,2654,2055091
2012.0,40,M,4355,2029390
2012.0,40,T,7009,4084481
2012.0,41,F,3036,2177317
2012.0,41,M,4888,2147646
2012.0,41,T,7924,4324963
2012.0,42,F,3295,2198171
2012.0,42,M,5142,2185851
2012.0,42,T,8437,4384022
2012.0,43,F,3508,2089016
2012.0,43,M,5398,2069535
2012.0,43,T,8906,4158551
2012.0,44,F,3736,2049632
2012.0,44,M,5778,2026572
2012.0,44,T,9514,4076204
2012.0,45,F,4176,2060421
2012.0,45,M,6260,2024091
2012.0,45,T,10436,4084512
2012.0,46,F,4666,2100030
2012.0,46,M,7167,2065705
2012.0,46,T,11833,4165735
2012.0,47,F,5404,2230790
2012.0,47,M,8320,2190557
2012.0,47,T,13724,4421347
2012.0,48,F,6159,2283327
2012.0,48,M,9404,2224991
2012.0,48,T,15563,4508318
2012.0,49,F,6687,2288286
2012.0,49,M,10236,2221281
2012.0,49,T,16923,4509567
2012.0,50,F,7385,2288813
2012.0,50,M,11516,2216795
2012.0,50,T,18901,4505608
2012.0,51,F,8173,2324789
2012.0,51,M,12718,2241462
2012.0,51,T,20891,4566251
2012.0,52,F,8648,2342152
2012.0,52,M,13670,2267371
2012.0,52,T,22318,4609523
2012.0,53,F,9119,2275082
2012.0,53,M,14419,2184843
2012.0,53,T,23538,4459925
2012.0,54,F,9832,2268178
2012.0,54,M,15504,2169774
2012.0,54,T,25336,4437952
2012.0,55,F,10465,2251970
2012.0,55,M,16982,2141280
2012.0,55,T,27447,4393250
2012.0,56,F,11110,2179804
2012.0,56,M,17497,2060591
2012.0,56,T,28607,4240395
2012.0,57,F,11452,2165714
2012.0,57,M,18287,2041891
2012.0,57,T,29739,4207605
2012.0,58,F,11875,2089942
2012.0,58,M,19214,1950176
2012.0,58,T,31089,4040118
2012.0,59,F,12333,2016678
2012.0,59,M,19763,1874471
2012.0,59,T,32096,3891149
2012.0,60,F,12860,1942997
2012.0,60,M,20375,1802492
2012.0,60,T,33235,3745489
2012.0,61,F,13443,1893029
2012.0,61,M,20848,1742427
2012.0,61,T,34291,3635456
2012.0,62,F,13856,1851190
2012.0,62,M,21706,1703249
2012.0,62,T,35562,3554439
2012.0,63,F,15102,1803760
2012.0,63,M,22438,1650927
2012.0,63,T,37540,3454687
2012.0,64,F,16159,1788224
2012.0,64,M,23841,1635390
2012.0,64,T,40000,3423614
2012.0,65,F,17897,1866012
2012.0,65,M,25435,1704827
2012.0,65,T,43332,3570839
2012.0,66,F,15381,1388112
2012.0,66,M,21560,1252872
2012.0,66,T,36941,2640984
2012.0,67,F,15983,1377451
2012.0,67,M,22227,1231618
2012.0,67,T,38210,2609069
2012.0,68,F,17908,1350715
2012.0,68,M,23802,1196231
2012.0,68,T,41710,2546946
2012.0,69,F,19406,1388207
2012.0,69,M,25891,1221308
2012.0,69,T,45297,2609515
2012.0,70,F,19152,1219998
2012.0,70,M,24721,1059582
2012.0,70,T,43873,2279580
2012.0,71,F,19421,1126530
2012.0,71,M,24478,961546
2012.0,71,T,43899,2088076
2012.0,72,F,19729,1072341
2012.0,72,M,24875,907557
2012.0,72,T,44604,1979898
2012.0,73,F,20487,1012526
2012.0,73,M,25535,855045
2012.0,73,T,46022,1867571
2012.0,74,F,22047,980638
2012.0,74,M,26411,812276
2012.0,74,T,48458,1792914
2012.0,75,F,22852,913735
2012.0,75,M,26619,744120
2012.0,75,T,49471,1657855
2012.0,76,F,24558,882203
2012.0,76,M,27670,705802
2012.0,76,T,52228,1588005
2012.0,77,F,26267,857778
2012.0,77,M,29068,670017
2012.0,77,T,55335,1527795
2012.0,78,F,26622,779324
2012.0,78,M,28667,598648
2012.0,78,T,55289,1377972
2012.0,79,F,29213,765091
2012.0,79,M,30400,572865
2012.0,79,T,59613,1337956
2012.0,80,F,31478,741823
2012.0,80,M,31593,541837
2012.0,80,T,63071,1283660
2012.0,81,F,33702,718468
2012.0,81,M,33010,509952
2012.0,81,T,66712,1228420
2012.0,82,F,36596,702105
2012.0,82,M,34147,482074
2012.0,82,T,70743,1184179
2012.0,83,F,37835,645544
2012.0,83,M,34486,429149
2012.0,83,T,72321,1074693
2012.0,84,F,40624,618413
2012.0,84,M,35021,393686
2012.0,84,T,75645,1012099
2012.0,85,F,42498,Not Applicable
2012.0,85,M,34609,Not Applicable
2012.0,85,T,77107,Not Applicable
2012.0,86,F,43897,Not Applicable
2012.0,86,M,33604,Not Applicable
2012.0,86,T,77501,Not Applicable
2012.0,87,F,45483,Not Applicable
2012.0,87,M,32911,Not Applicable
2012.0,87,T,78394,Not Applicable
2012.0,88,F,45966,Not Applicable
2012.0,88,M,31445,Not Applicable
2012.0,88,T,77411,Not Applicable
2012.0,89,F,45092,Not Applicable
2012.0,89,M,28757,Not Applicable
2012.0,89,T,73849,Not Applicable
2012.0,90,F,44870,Not Applicable
2012.0,90,M,27030,Not Applicable
2012.0,90,T,71900,Not Applicable
2012.0,91,F,41546,Not Applicable
2012.0,91,M,23789,Not Applicable
2012.0,91,T,65335,Not Applicable
2012.0,92,F,37422,Not Applicable
2012.0,92,M,19602,Not Applicable
2012.0,92,T,57024,Not Applicable
2012.0,93,F,31890,Not Applicable
2012.0,93,M,15708,Not Applicable
2012.0,93,T,47598,Not Applicable
2012.0,94,F,29296,Not Applicable
2012.0,94,M,13120,Not Applicable
2012.0,94,T,42416,Not Applicable
2012.0,95,F,24426,Not Applicable
2012.0,95,M,9970,Not Applicable
2012.0,95,T,34396,Not Applicable
2012.0,96,F,20095,Not Applicable
2012.0,96,M,7545,Not Applicable
2012.0,96,T,27640,Not Applicable
2012.0,97,F,16581,Not Applicable
2012.0,97,M,5457,Not Applicable
2012.0,97,T,22038,Not Applicable
2012.0,98,F,12816,Not Applicable
2012.0,98,M,3907,Not Applicable
2012.0,98,T,16723,Not Applicable
2012.0,99,F,9456,Not Applicable
2012.0,99,M,2556,Not Applicable
2012.0,99,T,12012,Not Applicable
2012.0,100,F,19870,Not Applicable
2012.0,100,M,4093,Not Applicable
2012.0,100,T,23963,Not Applicable
2012.0,NS,F,47,Not Applicable
2012.0,NS,M,100,Not Applicable
2012.0,NS,T,147,Not Applicable
2013.0,0,F,10321,1925056
2013.0,0,M,13119,2016727
2013.0,0,T,23440,3941783
2013.0,1,F,728,1933929
2013.0,1,M,929,2022013
2013.0,1,T,1657,3955942
2013.0,2,F,426,1948680
2013.0,2,M,589,2040455
2013.0,2,T,1015,3989135
2013.0,3,F,320,1953120
2013.0,3,M,431,2036418
2013.0,3,T,751,3989538
2013.0,4,F,271,1954885
2013.0,4,M,374,2036805
2013.0,4,T,645,3991690
2013.0,5,F,250,2017560
2013.0,5,M,315,2104237
2013.0,5,T,565,4121797
2013.0,6,F,226,2025310
2013.0,6,M,275,2116881
2013.0,6,T,501,4142191
2013.0,7,F,190,2007933
2013.0,7,M,252,2100120
2013.0,7,T,442,4108053
2013.0,8,F,195,2002750
2013.0,8,M,260,2092455
2013.0,8,T,455,4095205
2013.0,9,F,183,2008054
2013.0,9,M,281,2095281
2013.0,9,T,464,4103335
2013.0,10,F,194,1994285
2013.0,10,M,232,2078973
2013.0,10,T,426,4073258
2013.0,11,F,198,1985604
2013.0,11,M,259,2070314
2013.0,11,T,457,4055918
2013.0,12,F,232,2032890
2013.0,12,M,324,2122985
2013.0,12,T,556,4155875
2013.0,13,F,293,2059475
2013.0,13,M,381,2158489
2013.0,13,T,674,4217964
2013.0,14,F,302,2025677
2013.0,14,M,498,2121762
2013.0,14,T,800,4147439
2013.0,15,F,348,2025522
2013.0,15,M,698,2121923
2013.0,15,T,1046,4147445
2013.0,16,F,422,2032193
2013.0,16,M,931,2125923
2013.0,16,T,1353,4158116
2013.0,17,F,539,2042940
2013.0,17,M,1301,2148248
2013.0,17,T,1840,4191188
2013.0,18,F,655,2084906
2013.0,18,M,1729,2200703
2013.0,18,T,2384,4285609
2013.0,19,F,757,2127213
2013.0,19,M,2100,2249393
2013.0,19,T,2857,4376606
2013.0,20,F,861,2156114
2013.0,20,M,2411,2289607
2013.0,20,T,3272,4445721
2013.0,21,F,894,2220785
2013.0,21,M,2787,2347878
2013.0,21,T,3681,4568663
2013.0,22,F,976,2274176
2013.0,22,M,2933,2381555
2013.0,22,T,3909,4655731
2013.0,23,F,1067,2276399
2013.0,23,M,3025,2376407
2013.0,23,T,4092,4652806
2013.0,24,F,1103,2188999
2013.0,24,M,2949,2283518
2013.0,24,T,4052,4472517
2013.0,25,F,1050,2143108
2013.0,25,M,2913,2229093
2013.0,25,T,3963,4372201
2013.0,26,F,1170,2110001
2013.0,26,M,2986,2190519
2013.0,26,T,4156,4300520
2013.0,27,F,1234,2123971
2013.0,27,M,3056,2198276
2013.0,27,T,4290,4322247
2013.0,28,F,1279,2150401
2013.0,28,M,3014,2209844
2013.0,28,T,4293,4360245
2013.0,29,F,1300,2092838
2013.0,29,M,3054,2132147
2013.0,29,T,4354,4224985
2013.0,30,F,1404,2132415
2013.0,30,M,3203,2162416
2013.0,30,T,4607,4294831
2013.0,31,F,1502,2138703
2013.0,31,M,3221,2158627
2013.0,31,T,4723,4297330
2013.0,32,F,1614,2120965
2013.0,32,M,3208,2133366
2013.0,32,T,4822,4254331
2013.0,33,F,1664,2156920
2013.0,33,M,3400,2185818
2013.0,33,T,5064,4342738
2013.0,34,F,1784,2033774
2013.0,34,M,3407,2041385
2013.0,34,T,5191,4075159
2013.0,35,F,1898,1997006
2013.0,35,M,3363,1999717
2013.0,35,T,5261,3996723
2013.0,36,F,1893,1983203
2013.0,36,M,3386,1974439
2013.0,36,T,5279,3957642
2013.0,37,F,2007,1924842
2013.0,37,M,3435,1917837
2013.0,37,T,5442,3842679
2013.0,38,F,2163,1982996
2013.0,38,M,3576,1981305
2013.0,38,T,5739,3964301
2013.0,39,F,2316,1930454
2013.0,39,M,3784,1911971
2013.0,39,T,6100,3842425
2013.0,40,F,2596,1968259
2013.0,40,M,4146,1936508
2013.0,40,T,6742,3904767
2013.0,41,F,2890,2056391
2013.0,41,M,4564,2028536
2013.0,41,T,7454,4084927
2013.0,42,F,3337,2177715
2013.0,42,M,5329,2145858
2013.0,42,T,8666,4323573
2013.0,43,F,3622,2197973
2013.0,43,M,5597,2182953
2013.0,43,T,9219,4380926
2013.0,44,F,3779,2088590
2013.0,44,M,5892,2066137
2013.0,44,T,9671,4154727
2013.0,45,F,4126,2048451
2013.0,45,M,6220,2021957
2013.0,45,T,10346,4070408
2013.0,46,F,4486,2058350
2013.0,46,M,7100,2018553
2013.0,46,T,11586,4076903
2013.0,47,F,5151,2097185
2013.0,47,M,7960,2059088
2013.0,47,T,13111,4156273
2013.0,48,F,5756,2227171
2013.0,48,M,9052,2182629
2013.0,48,T,14808,4409800
2013.0,49,F,6783,2279031
2013.0,49,M,10199,2215891
2013.0,49,T,16982,4494922
2013.0,50,F,7282,2283376
2013.0,50,M,11307,2211106
2013.0,50,T,18589,4494482
2013.0,51,F,8081,2283411
2013.0,51,M,12453,2205825
2013.0,51,T,20534,4489236
2013.0,52,F,8749,2318522
2013.0,52,M,13472,2229385
2013.0,52,T,22221,4547907
2013.0,53,F,9353,2335280
2013.0,53,M,14622,2253981
2013.0,53,T,23975,4589261
2013.0,54,F,9960,2267671
2013.0,54,M,15612,2170669
2013.0,54,T,25572,4438340
2013.0,55,F,10694,2260195
2013.0,55,M,16879,2154967
2013.0,55,T,27573,4415162
2013.0,56,F,11397,2243717
2013.0,56,M,18074,2125826
2013.0,56,T,29471,4369543
2013.0,57,F,11907,2171182
2013.0,57,M,18656,2044395
2013.0,57,T,30563,4215577
2013.0,58,F,12323,2156648
2013.0,58,M,19912,2024760
2013.0,58,T,32235,4181408
2013.0,59,F,12664,2080306
2013.0,59,M,20475,1932434
2013.0,59,T,33139,4012740
2013.0,60,F,13300,2006745
2013.0,60,M,21148,1856051
2013.0,60,T,34448,3862796
2013.0,61,F,13757,1932477
2013.0,61,M,21784,1783516
2013.0,61,T,35541,3715993
2013.0,62,F,14272,1881064
2013.0,62,M,22432,1722456
2013.0,62,T,36704,3603520
2013.0,63,F,15109,1837353
2013.0,63,M,23058,1681878
2013.0,63,T,38167,3519231
2013.0,64,F,16379,1789989
2013.0,64,M,23907,1630472
2013.0,64,T,40286,3420461
2013.0,65,F,17798,1775062
2013.0,65,M,25036,1616005
2013.0,65,T,42834,3391067
2013.0,66,F,19252,1851206
2013.0,66,M,27466,1683234
2013.0,66,T,46718,3534440
2013.0,67,F,16422,1373271
2013.0,67,M,22837,1231339
2013.0,67,T,39259,2604610
2013.0,68,F,17386,1361259
2013.0,68,M,23613,1208652
2013.0,68,T,40999,2569911
2013.0,69,F,19327,1334729
2013.0,69,M,25372,1173960
2013.0,69,T,44699,2508689
2013.0,70,F,21123,1371215
2013.0,70,M,27596,1198287
2013.0,70,T,48719,2569502
2013.0,71,F,20607,1202131
2013.0,71,M,26559,1036368
2013.0,71,T,47166,2238499
2013.0,72,F,20718,1107284
2013.0,72,M,25971,937562
2013.0,72,T,46689,2044846
2013.0,73,F,21322,1051844
2013.0,73,M,26303,882726
2013.0,73,T,47625,1934570
2013.0,74,F,22576,991123
2013.0,74,M,27145,829509
2013.0,74,T,49721,1820632
2013.0,75,F,23565,957852
2013.0,75,M,27945,785563
2013.0,75,T,51510,1743415
2013.0,76,F,24641,890198
2013.0,76,M,28156,717131
2013.0,76,T,52797,1607329
2013.0,77,F,26270,857089
2013.0,77,M,29587,677689
2013.0,77,T,55857,1534778
2013.0,78,F,28026,830640
2013.0,78,M,30527,640522
2013.0,78,T,58553,1471162
2013.0,79,F,28646,751755
2013.0,79,M,29951,569442
2013.0,79,T,58597,1321197
2013.0,80,F,31091,735180
2013.0,80,M,31636,542197
2013.0,80,T,62727,1277377
2013.0,81,F,33263,709462
2013.0,81,M,33025,509698
2013.0,81,T,66288,1219160
2013.0,82,F,35797,683692
2013.0,82,M,34661,476629
2013.0,82,T,70458,1160321
2013.0,83,F,38500,664014
2013.0,83,M,34784,447106
2013.0,83,T,73284,1111120
2013.0,84,F,39874,606120
2013.0,84,M,35068,394540
2013.0,84,T,74942,1000660
2013.0,85,F,42949,Not Applicable
2013.0,85,M,35041,Not Applicable
2013.0,85,T,77990,Not Applicable
2013.0,86,F,43693,Not Applicable
2013.0,86,M,34794,Not Applicable
2013.0,86,T,78487,Not Applicable
2013.0,87,F,45237,Not Applicable
2013.0,87,M,33487,Not Applicable
2013.0,87,T,78724,Not Applicable
2013.0,88,F,46317,Not Applicable
2013.0,88,M,31927,Not Applicable
2013.0,88,T,78244,Not Applicable
2013.0,89,F,45776,Not Applicable
2013.0,89,M,30037,Not Applicable
2013.0,89,T,75813,Not Applicable
2013.0,90,F,44039,Not Applicable
2013.0,90,M,27340,Not Applicable
2013.0,90,T,71379,Not Applicable
2013.0,91,F,42634,Not Applicable
2013.0,91,M,24468,Not Applicable
2013.0,91,T,67102,Not Applicable
2013.0,92,F,39388,Not Applicable
2013.0,92,M,21530,Not Applicable
2013.0,92,T,60918,Not Applicable
2013.0,93,F,34835,Not Applicable
2013.0,93,M,17525,Not Applicable
2013.0,93,T,52360,Not Applicable
2013.0,94,F,29241,Not Applicable
2013.0,94,M,13187,Not Applicable
2013.0,94,T,42428,Not Applicable
2013.0,95,F,25327,Not Applicable
2013.0,95,M,10726,Not Applicable
2013.0,95,T,36053,Not Applicable
2013.0,96,F,20696,Not Applicable
2013.0,96,M,7783,Not Applicable
2013.0,96,T,28479,Not Applicable
2013.0,97,F,16709,Not Applicable
2013.0,97,M,5662,Not Applicable
2013.0,97,T,22371,Not Applicable
2013.0,98,F,13496,Not Applicable
2013.0,98,M,3943,Not Applicable
2013.0,98,T,17439,Not Applicable
2013.0,99,F,9757,Not Applicable
2013.0,99,M,2665,Not Applicable
2013.0,99,T,12422,Not Applicable
2013.0,100,F,20642,Not Applicable
2013.0,100,M,4347,Not Applicable
2013.0,100,T,24989,Not Applicable
2013.0,NS,F,37,Not Applicable
2013.0,NS,M,95,Not Applicable
2013.0,NS,T,132,Not Applicable
2014.0,0,F,10329,1930493
2014.0,0,M,12886,2017857
2014.0,0,T,23215,3948350
2014.0,1,F,663,1938870
2014.0,1,M,793,2023253
2014.0,1,T,1456,3962123
2014.0,2,F,425,1935270
2014.0,2,M,566,2022502
2014.0,2,T,991,3957772
2014.0,3,F,312,1956572
2014.0,3,M,429,2048618
2014.0,3,T,741,4005190
2014.0,4,F,258,1959950
2014.0,4,M,384,2043498
2014.0,4,T,642,4003448
2014.0,5,F,241,1961391
2014.0,5,M,292,2043467
2014.0,5,T,533,4004858
2014.0,6,F,202,2024024
2014.0,6,M,271,2110328
2014.0,6,T,473,4134352
2014.0,7,F,188,2031760
2014.0,7,M,273,2122240
2014.0,7,T,461,4154000
2014.0,8,F,188,2014402
2014.0,8,M,254,2105122
2014.0,8,T,442,4119524
2014.0,9,F,181,2009560
2014.0,9,M,267,2097272
2014.0,9,T,448,4106832
2014.0,10,F,165,2015380
2014.0,10,M,256,2099874
2014.0,10,T,421,4115254
2014.0,11,F,189,2001949
2014.0,11,M,279,2083687
2014.0,11,T,468,4085636
2014.0,12,F,222,1993547
2014.0,12,M,310,2075243
2014.0,12,T,532,4068790
2014.0,13,F,259,2041159
2014.0,13,M,421,2128187
2014.0,13,T,680,4169346
2014.0,14,F,287,2068252
2014.0,14,M,505,2164228
2014.0,14,T,792,4232480
2014.0,15,F,367,2035299
2014.0,15,M,654,2128424
2014.0,15,T,1021,4163723
2014.0,16,F,439,2036296
2014.0,16,M,995,2130938
2014.0,16,T,1434,4167234
2014.0,17,F,544,2045897
2014.0,17,M,1258,2138809
2014.0,17,T,1802,4184706
2014.0,18,F,645,2060528
2014.0,18,M,1800,2165062
2014.0,18,T,2445,4225590
2014.0,19,F,763,2105604
2014.0,19,M,2121,2220790
2014.0,19,T,2884,4326394
2014.0,20,F,819,2149317
2014.0,20,M,2370,2269570
2014.0,20,T,3189,4418887
2014.0,21,F,975,2179012
2014.0,21,M,2722,2310734
2014.0,21,T,3697,4489746
2014.0,22,F,1039,2244480
2014.0,22,M,2987,2367842
2014.0,22,T,4026,4612322
2014.0,23,F,1012,2298701
2014.0,23,M,3058,2399883
2014.0,23,T,4070,4698584
2014.0,24,F,1071,2301237
2014.0,24,M,3152,2391398
2014.0,24,T,4223,4692635
2014.0,25,F,1139,2213758
2014.0,25,M,3112,2295836
2014.0,25,T,4251,4509594
2014.0,26,F,1242,2166446
2014.0,26,M,3099,2240026
2014.0,26,T,4341,4406472
2014.0,27,F,1201,2132116
2014.0,27,M,3034,2200429
2014.0,27,T,4235,4332545
2014.0,28,F,1312,2144666
2014.0,28,M,3165,2207185
2014.0,28,T,4477,4351851
2014.0,29,F,1412,2169563
2014.0,29,M,3209,2217913
2014.0,29,T,4621,4387476
2014.0,30,F,1367,2110672
2014.0,30,M,3153,2140108
2014.0,30,T,4520,4250780
2014.0,31,F,1518,2148981
2014.0,31,M,3423,2169725
2014.0,31,T,4941,4318706
2014.0,32,F,1651,2154232
2014.0,32,M,3368,2165840
2014.0,32,T,5019,4320072
2014.0,33,F,1779,2135416
2014.0,33,M,3441,2140697
2014.0,33,T,5220,4276113
2014.0,34,F,1859,2170440
2014.0,34,M,3693,2192455
2014.0,34,T,5552,4362895
2014.0,35,F,2027,2046713
2014.0,35,M,3592,2047326
2014.0,35,T,5619,4094039
2014.0,36,F,1978,2009423
2014.0,36,M,3658,2004990
2014.0,36,T,5636,4014413
2014.0,37,F,2191,1995155
2014.0,37,M,3653,1979035
2014.0,37,T,5844,3974190
2014.0,38,F,2243,1936610
2014.0,38,M,3640,1922571
2014.0,38,T,5883,3859181
2014.0,39,F,2386,1993913
2014.0,39,M,3957,1985914
2014.0,39,T,6343,3979827
2014.0,40,F,2530,1940627
2014.0,40,M,4093,1916261
2014.0,40,T,6623,3856888
2014.0,41,F,2930,1977497
2014.0,41,M,4623,1939916
2014.0,41,T,7553,3917413
2014.0,42,F,3306,2064604
2014.0,42,M,4938,2031325
2014.0,42,T,8244,4095929
2014.0,43,F,3658,2184835
2014.0,43,M,5576,2147656
2014.0,43,T,9234,4332491
2014.0,44,F,4054,2204527
2014.0,44,M,5963,2184235
2014.0,44,T,10017,4388762
2014.0,45,F,4180,2094227
2014.0,45,M,6376,2067223
2014.0,45,T,10556,4161450
2014.0,46,F,4501,2053539
2014.0,46,M,6863,2022698
2014.0,46,T,11364,4076237
2014.0,47,F,4929,2062844
2014.0,47,M,7625,2019306
2014.0,47,T,12554,4082150
2014.0,48,F,5640,2100753
2014.0,48,M,8591,2058243
2014.0,48,T,14231,4158996
2014.0,49,F,6485,2229216
2014.0,49,M,9826,2179993
2014.0,49,T,16311,4409209
2014.0,50,F,7206,2279824
2014.0,50,M,11064,2211607
2014.0,50,T,18270,4491431
2014.0,51,F,8153,2283261
2014.0,51,M,12268,2205405
2014.0,51,T,20421,4488666
2014.0,52,F,8708,2282051
2014.0,52,M,13248,2198124
2014.0,52,T,21956,4480175
2014.0,53,F,9584,2316131
2014.0,53,M,14762,2219617
2014.0,53,T,24346,4535748
2014.0,54,F,10154,2331961
2014.0,54,M,15754,2242828
2014.0,54,T,25908,4574789
2014.0,55,F,11028,2263367
2014.0,55,M,17023,2158258
2014.0,55,T,28051,4421625
2014.0,56,F,11703,2254749
2014.0,56,M,18230,2140722
2014.0,56,T,29933,4395471
2014.0,57,F,12409,2237030
2014.0,57,M,19492,2110149
2014.0,57,T,31901,4347179
2014.0,58,F,12721,2163798
2014.0,58,M,20199,2027959
2014.0,58,T,32920,4191757
2014.0,59,F,13317,2148517
2014.0,59,M,21048,2006900
2014.0,59,T,34365,4155417
2014.0,60,F,13950,2071358
2014.0,60,M,21923,1914009
2014.0,60,T,35873,3985367
2014.0,61,F,14487,1997348
2014.0,61,M,22921,1837080
2014.0,61,T,37408,3834428
2014.0,62,F,15106,1922318
2014.0,62,M,23310,1763504
2014.0,62,T,38416,3685822
2014.0,63,F,15636,1870552
2014.0,63,M,23948,1701827
2014.0,63,T,39584,3572379
2014.0,64,F,16253,1826662
2014.0,64,M,24104,1661474
2014.0,64,T,40357,3488136
2014.0,65,F,17247,1776761
2014.0,65,M,25236,1607688
2014.0,65,T,42483,3384449
2014.0,66,F,18776,1758649
2014.0,66,M,26739,1589127
2014.0,66,T,45515,3347776
2014.0,67,F,20820,1832245
2014.0,67,M,28743,1653257
2014.0,67,T,49563,3485502
2014.0,68,F,17638,1361047
2014.0,68,M,24301,1211480
2014.0,68,T,41939,2572527
2014.0,69,F,18551,1347458
2014.0,69,M,24783,1187554
2014.0,69,T,43334,2535012
2014.0,70,F,20463,1317238
2014.0,70,M,26678,1149247
2014.0,70,T,47141,2466485
2014.0,71,F,22721,1350392
2014.0,71,M,29102,1169356
2014.0,71,T,51823,2519748
2014.0,72,F,22015,1183338
2014.0,72,M,27953,1010896
2014.0,72,T,49968,2194234
2014.0,73,F,22035,1089183
2014.0,73,M,27479,913008
2014.0,73,T,49514,2002191
2014.0,74,F,22627,1032934
2014.0,74,M,27634,857432
2014.0,74,T,50261,1890366
2014.0,75,F,24000,971263
2014.0,75,M,28656,803434
2014.0,75,T,52656,1774697
2014.0,76,F,25278,936270
2014.0,76,M,29307,758378
2014.0,76,T,54585,1694648
2014.0,77,F,26054,867417
2014.0,77,M,29653,689822
2014.0,77,T,55707,1557239
2014.0,78,F,27740,832296
2014.0,78,M,30434,649209
2014.0,78,T,58174,1481505
2014.0,79,F,29741,803512
2014.0,79,M,31209,610723
2014.0,79,T,60950,1414235
2014.0,80,F,30461,724040
2014.0,80,M,31140,540032
2014.0,80,T,61601,1264072
2014.0,81,F,32751,704919
2014.0,81,M,32497,511090
2014.0,81,T,65248,1216009
2014.0,82,F,34962,676658
2014.0,82,M,33631,476976
2014.0,82,T,68593,1153634
2014.0,83,F,37073,648016
2014.0,83,M,34540,442449
2014.0,83,T,71613,1090465
2014.0,84,F,40014,624921
2014.0,84,M,35363,411265
2014.0,84,T,75377,1036186
2014.0,85,F,40829,Not Applicable
2014.0,85,M,34341,Not Applicable
2014.0,85,T,75170,Not Applicable
2014.0,86,F,42888,Not Applicable
2014.0,86,M,34590,Not Applicable
2014.0,86,T,77478,Not Applicable
2014.0,87,F,44472,Not Applicable
2014.0,87,M,33579,Not Applicable
2014.0,87,T,78051,Not Applicable
2014.0,88,F,44108,Not Applicable
2014.0,88,M,31952,Not Applicable
2014.0,88,T,76060,Not Applicable
2014.0,89,F,44633,Not Applicable
2014.0,89,M,30147,Not Applicable
2014.0,89,T,74780,Not Applicable
2014.0,90,F,44337,Not Applicable
2014.0,90,M,27636,Not Applicable
2014.0,90,T,71973,Not Applicable
2014.0,91,F,41927,Not Applicable
2014.0,91,M,24624,Not Applicable
2014.0,91,T,66551,Not Applicable
2014.0,92,F,39888,Not Applicable
2014.0,92,M,21966,Not Applicable
2014.0,92,T,61854,Not Applicable
2014.0,93,F,35792,Not Applicable
2014.0,93,M,18714,Not Applicable
2014.0,93,T,54506,Not Applicable
2014.0,94,F,31035,Not Applicable
2014.0,94,M,14447,Not Applicable
