Year Code,Single-Year Ages Code,Sex Code,Deaths,Population
2004.0,100,M,2995,Not Applicable
2004.0,100,T,18526,Not Applicable
2004.0,NS,F,72,Not Applicable
2004.0,NS,M,274,Not Applicable
2004.0,NS,T,346,Not Applicable
2005.0,0,F,12422,1956682
2005.0,0,M,16018,2047711
2005.0,0,T,28440,4004393
2005.0,1,F,827,1950494
2005.0,1,M,1088,2036538
2005.0,1,T,1915,3987032
2005.0,2,F,506,1932337
2005.0,2,M,738,2020295
2005.0,2,T,1244,3952632
2005.0,3,F,354,1930395
2005.0,3,M,521,2012820
2005.0,3,T,875,3943215
2005.0,4,F,304,1971897
2005.0,4,M,418,2058231
2005.0,4,T,722,4030128
2005.0,5,F,260,1901483
2005.0,5,M,336,1991645
2005.0,5,T,596,3893128
2005.0,6,F,288,1871697
2005.0,6,M,331,1956456
2005.0,6,T,619,3828153
2005.0,7,F,257,1876179
2005.0,7,M,290,1962661
2005.0,7,T,547,3838840
2005.0,8,F,235,1888355
2005.0,8,M,295,1973522
2005.0,8,T,530,3861877
2005.0,9,F,241,1936186
2005.0,9,M,304,2030883
2005.0,9,T,545,3967069
2005.0,10,F,223,2024518
2005.0,10,M,286,2125604
2005.0,10,T,509,4150122
2005.0,11,F,244,2024711
2005.0,11,M,357,2124517
2005.0,11,T,601,4149228
2005.0,12,F,268,2072265
2005.0,12,M,379,2178897
2005.0,12,T,647,4251162
2005.0,13,F,317,2104267
2005.0,13,M,532,2204584
2005.0,13,T,849,4308851
2005.0,14,F,416,2122621
2005.0,14,M,743,2230595
2005.0,14,T,1159,4353216
2005.0,15,F,486,2168521
2005.0,15,M,1028,2288448
2005.0,15,T,1514,4456969
2005.0,16,F,676,2094194
2005.0,16,M,1430,2213951
2005.0,16,T,2106,4308145
2005.0,17,F,811,2055847
2005.0,17,M,1949,2183662
2005.0,17,T,2760,4239509
2005.0,18,F,905,2050714
2005.0,18,M,2549,2174412
2005.0,18,T,3454,4225126
2005.0,19,F,939,2065513
2005.0,19,M,2930,2190952
2005.0,19,T,3869,4256465
2005.0,20,F,928,2055521
2005.0,20,M,2931,2185676
2005.0,20,T,3859,4241197
2005.0,21,F,954,2011168
2005.0,21,M,3223,2139490
2005.0,21,T,4177,4150658
2005.0,22,F,991,2024927
2005.0,22,M,3198,2151169
2005.0,22,T,4189,4176096
2005.0,23,F,1002,2046870
2005.0,23,M,3180,2136786
2005.0,23,T,4182,4183656
2005.0,24,F,1033,2084320
2005.0,24,M,3091,2124028
2005.0,24,T,4124,4208348
2005.0,25,F,1057,2090577
2005.0,25,M,3062,2115519
2005.0,25,T,4119,4206096
2005.0,26,F,1030,1973649
2005.0,26,M,2976,1993073
2005.0,26,T,4006,3966722
2005.0,27,F,1019,1927615
2005.0,27,M,2877,1942425
2005.0,27,T,3896,3870040
2005.0,28,F,1120,1891577
2005.0,28,M,2740,1913949
2005.0,28,T,3860,3805526
2005.0,29,F,1100,1829126
2005.0,29,M,2587,1857200
2005.0,29,T,3687,3686326
2005.0,30,F,1226,1914556
2005.0,30,M,2714,1952025
2005.0,30,T,3940,3866581
2005.0,31,F,1277,1845744
2005.0,31,M,2787,1859850
2005.0,31,T,4064,3705594
2005.0,32,F,1486,1921927
2005.0,32,M,2958,1926111
2005.0,32,T,4444,3848038
2005.0,33,F,1581,2015588
2005.0,33,M,3098,2019457
2005.0,33,T,4679,4035045
2005.0,34,F,1746,2137339
2005.0,34,M,3484,2131340
2005.0,34,T,5230,4268679
2005.0,35,F,1931,2176855
2005.0,35,M,3570,2200202
2005.0,35,T,5501,4377057
2005.0,36,F,2063,2064403
2005.0,36,M,3583,2066098
2005.0,36,T,5646,4130501
2005.0,37,F,2164,2028122
2005.0,37,M,3928,2016811
2005.0,37,T,6092,4044933
2005.0,38,F,2405,2041731
2005.0,38,M,4225,2018877
2005.0,38,T,6630,4060608
2005.0,39,F,2846,2100509
2005.0,39,M,4705,2085045
2005.0,39,T,7551,4185554
2005.0,40,F,3157,2244129
2005.0,40,M,5437,2226254
2005.0,40,T,8594,4470383
2005.0,41,F,3600,2295371
2005.0,41,M,5954,2258597
2005.0,41,T,9554,4553968
2005.0,42,F,4039,2291530
2005.0,42,M,6734,2245748
2005.0,42,T,10773,4537278
2005.0,43,F,4487,2301346
2005.0,43,M,7189,2258382
2005.0,43,T,11676,4559728
2005.0,44,F,4784,2321347
2005.0,44,M,7984,2264181
2005.0,44,T,12768,4585528
2005.0,45,F,5163,2352677
2005.0,45,M,8619,2314057
2005.0,45,T,13782,4666734
2005.0,46,F,5623,2276013
2005.0,46,M,9091,2220792
2005.0,46,T,14714,4496805
2005.0,47,F,6027,2283353
2005.0,47,M,9752,2228342
2005.0,47,T,15779,4511695
2005.0,48,F,6478,2261293
2005.0,48,M,10491,2188567
2005.0,48,T,16969,4449860
2005.0,49,F,6813,2183752
2005.0,49,M,11326,2108325
2005.0,49,T,18139,4292077
2005.0,50,F,7250,2181791
2005.0,50,M,11933,2113557
2005.0,50,T,19183,4295348
2005.0,51,F,7577,2112391
2005.0,51,M,12349,2026203
2005.0,51,T,19926,4138594
2005.0,52,F,7840,2041805
2005.0,52,M,13341,1947260
2005.0,52,T,21181,3989065
2005.0,53,F,8021,1980116
2005.0,53,M,13598,1891790
2005.0,53,T,21619,3871906
2005.0,54,F,8266,1941338
2005.0,54,M,13972,1842482
2005.0,54,T,22238,3783820
2005.0,55,F,8778,1923637
2005.0,55,M,14622,1824610
2005.0,55,T,23400,3748247
2005.0,56,F,9364,1863943
2005.0,56,M,14965,1761297
2005.0,56,T,24329,3625240
2005.0,57,F,10221,1842786
2005.0,57,M,16057,1739222
2005.0,57,T,26278,3582008
2005.0,58,F,11305,1929365
2005.0,58,M,17318,1819296
2005.0,58,T,28623,3748661
2005.0,59,F,9822,1448128
2005.0,59,M,15026,1350936
2005.0,59,T,24848,2799064
2005.0,60,F,10360,1433435
2005.0,60,M,15690,1330174
2005.0,60,T,26050,2763609
2005.0,61,F,11446,1428216
2005.0,61,M,16640,1316923
2005.0,61,T,28086,2745139
2005.0,62,F,13032,1475790
2005.0,62,M,18863,1351274
2005.0,62,T,31895,2827064
2005.0,63,F,12736,1310319
2005.0,63,M,18144,1188493
2005.0,63,T,30880,2498812
2005.0,64,F,12808,1212791
2005.0,64,M,18104,1090862
2005.0,64,T,30912,2303653
2005.0,65,F,13226,1183371
2005.0,65,M,18307,1057487
2005.0,65,T,31533,2240858
2005.0,66,F,13977,1121292
2005.0,66,M,18813,1000448
2005.0,66,T,32790,2121740
2005.0,67,F,14804,1102944
2005.0,67,M,19971,971691
2005.0,67,T,34775,2074635
2005.0,68,F,15415,1040489
2005.0,68,M,20150,904790
2005.0,68,T,35565,1945279
2005.0,69,F,16402,1021404
2005.0,69,M,21171,874711
2005.0,69,T,37573,1896115
2005.0,70,F,17757,1016272
2005.0,70,M,22745,857454
2005.0,70,T,40502,1873726
2005.0,71,F,18588,937061
2005.0,71,M,23027,781306
2005.0,71,T,41615,1718367
2005.0,72,F,19942,935793
2005.0,72,M,24506,765167
2005.0,72,T,44448,1700960
2005.0,73,F,21848,925511
2005.0,73,M,26520,746001
2005.0,73,T,48368,1671512
2005.0,74,F,23589,914432
2005.0,74,M,27597,724073
2005.0,74,T,51186,1638505
2005.0,75,F,25377,920144
2005.0,75,M,29290,709619
2005.0,75,T,54667,1629763
2005.0,76,F,27241,872922
2005.0,76,M,29912,662437
2005.0,76,T,57153,1535359
2005.0,77,F,29705,864332
2005.0,77,M,32418,637311
2005.0,77,T,62123,1501643
2005.0,78,F,32329,838488
2005.0,78,M,33317,600987
2005.0,78,T,65646,1439475
2005.0,79,F,34122,803370
2005.0,79,M,34177,553999
2005.0,79,T,68299,1357369
2005.0,80,F,37197,785122
2005.0,80,M,35000,520539
2005.0,80,T,72197,1305661
2005.0,81,F,38715,742630
2005.0,81,M,35559,475653
2005.0,81,T,74274,1218283
2005.0,82,F,40121,683339
2005.0,82,M,35276,426417
2005.0,82,T,75397,1109756
2005.0,83,F,42586,648391
2005.0,83,M,35549,390040
2005.0,83,T,78135,1038431
2005.0,84,F,44037,595097
2005.0,84,M,34737,343965
2005.0,84,T,78774,939062
2005.0,85,F,44044,Not Applicable
2005.0,85,M,33016,Not Applicable
2005.0,85,T,77060,Not Applicable
2005.0,86,F,42471,Not Applicable
2005.0,86,M,29462,Not Applicable
2005.0,86,T,71933,Not Applicable
2005.0,87,F,42701,Not Applicable
2005.0,87,M,28509,Not Applicable
2005.0,87,T,71210,Not Applicable
2005.0,88,F,41824,Not Applicable
2005.0,88,M,25669,Not Applicable
2005.0,88,T,67493,Not Applicable
2005.0,89,F,40546,Not Applicable
2005.0,89,M,23156,Not Applicable
2005.0,89,T,63702,Not Applicable
2005.0,90,F,39561,Not Applicable
2005.0,90,M,20711,Not Applicable
2005.0,90,T,60272,Not Applicable
2005.0,91,F,36733,Not Applicable
2005.0,91,M,17777,Not Applicable
2005.0,91,T,54510,Not Applicable
2005.0,92,F,33645,Not Applicable
2005.0,92,M,14915,Not Applicable
2005.0,92,T,48560,Not Applicable
2005.0,93,F,29451,Not Applicable
2005.0,93,M,12107,Not Applicable
2005.0,93,T,41558,Not Applicable
2005.0,94,F,25290,Not Applicable
2005.0,94,M,9516,Not Applicable
2005.0,94,T,34806,Not Applicable
2005.0,95,F,21716,Not Applicable
2005.0,95,M,7270,Not Applicable
2005.0,95,T,28986,Not Applicable
2005.0,96,F,17700,Not Applicable
2005.0,96,M,5275,Not Applicable
2005.0,96,T,22975,Not Applicable
2005.0,97,F,14044,Not Applicable
2005.0,97,M,4007,Not Applicable
2005.0,97,T,18051,Not Applicable
2005.0,98,F,10554,Not Applicable
2005.0,98,M,2630,Not Applicable
2005.0,98,T,13184,Not Applicable
2005.0,99,F,7775,Not Applicable
2005.0,99,M,1790,Not Applicable
2005.0,99,T,9565,Not Applicable
2005.0,100,F,16318,Not Applicable
2005.0,100,M,2986,Not Applicable
2005.0,100,T,19304,Not Applicable
2005.0,NS,F,56,Not Applicable
2005.0,NS,M,199,Not Applicable
2005.0,NS,T,255,Not Applicable
2006.0,0,F,12547,1975919
2006.0,0,M,15980,2065819
2006.0,0,T,28527,4041738
2006.0,1,F,866,1942541
2006.0,1,M,975,2029583
2006.0,1,T,1841,3972124
2006.0,2,F,549,1950420
2006.0,2,M,669,2037699
2006.0,2,T,1218,3988119
2006.0,3,F,362,1939447
2006.0,3,M,502,2026575
2006.0,3,T,864,3966022
2006.0,4,F,313,1942684
2006.0,4,M,395,2028196
2006.0,4,T,708,3970880
2006.0,5,F,280,1982961
2006.0,5,M,407,2067621
2006.0,5,T,687,4050582
2006.0,6,F,260,1901451
2006.0,6,M,284,1989878
2006.0,6,T,544,3891329
2006.0,7,F,222,1882266
2006.0,7,M,286,1966492
2006.0,7,T,508,3848758
2006.0,8,F,212,1881597
2006.0,8,M,302,1970668
2006.0,8,T,514,3852265
2006.0,9,F,210,1906898
2006.0,9,M,272,1994856
2006.0,9,T,482,3901754
2006.0,10,F,228,2012412
2006.0,10,M,283,2108693
2006.0,10,T,511,4121105
2006.0,11,F,226,2020446
2006.0,11,M,344,2121524
2006.0,11,T,570,4141970
2006.0,12,F,241,2048001
2006.0,12,M,342,2148879
2006.0,12,T,583,4196880
2006.0,13,F,290,2078526
2006.0,13,M,468,2186207
2006.0,13,T,758,4264733
2006.0,14,F,355,2102559
2006.0,14,M,637,2205891
2006.0,14,T,992,4308450
2006.0,15,F,475,2146323
2006.0,15,M,939,2260192
2006.0,15,T,1414,4406515
2006.0,16,F,705,2187586
2006.0,16,M,1447,2315411
2006.0,16,T,2152,4502997
2006.0,17,F,766,2100214
2006.0,17,M,1958,2231279
2006.0,17,T,2724,4331493
2006.0,18,F,907,2088493
2006.0,18,M,2632,2212557
2006.0,18,T,3539,4301050
2006.0,19,F,968,2074677
2006.0,19,M,2942,2190977
2006.0,19,T,3910,4265654
2006.0,20,F,918,2063126
2006.0,20,M,3087,2184969
2006.0,20,T,4005,4248095
2006.0,21,F,1060,2067384
2006.0,21,M,3293,2191406
2006.0,21,T,4353,4258790
2006.0,22,F,968,2009498
2006.0,22,M,3189,2132034
2006.0,22,T,4157,4141532
2006.0,23,F,961,2036060
2006.0,23,M,3314,2150367
2006.0,23,T,4275,4186427
2006.0,24,F,1089,2062716
2006.0,24,M,3269,2138575
2006.0,24,T,4358,4201291
2006.0,25,F,1092,2115632
2006.0,25,M,3253,2139011
2006.0,25,T,4345,4254643
2006.0,26,F,1121,2090828
2006.0,26,M,3095,2095497
2006.0,26,T,4216,4186325
2006.0,27,F,1198,1999674
2006.0,27,M,3078,2004824
2006.0,27,T,4276,4004498
2006.0,28,F,1101,1925997
2006.0,28,M,2875,1948157
2006.0,28,T,3976,3874154
2006.0,29,F,1204,1882291
2006.0,29,M,2880,1908100
2006.0,29,T,4084,3790391
2006.0,30,F,1182,1870844
2006.0,30,M,2800,1908207
2006.0,30,T,3982,3779051
2006.0,31,F,1329,1903298
2006.0,31,M,2949,1920967
2006.0,31,T,4278,3824265
2006.0,32,F,1380,1882413
2006.0,32,M,2861,1890125
2006.0,32,T,4241,3772538
2006.0,33,F,1499,1931252
2006.0,33,M,3025,1928913
2006.0,33,T,4524,3860165
2006.0,34,F,1658,2024111
2006.0,34,M,3372,2025038
2006.0,34,T,5030,4049149
2006.0,35,F,1959,2153617
2006.0,35,M,3794,2148987
2006.0,35,T,5753,4302604
2006.0,36,F,2117,2184485
2006.0,36,M,3778,2196017
2006.0,36,T,5895,4380502
2006.0,37,F,2175,2066577
2006.0,37,M,3872,2059996
2006.0,37,T,6047,4126573
2006.0,38,F,2387,2035923
2006.0,38,M,4158,2020763
2006.0,38,T,6545,4056686
2006.0,39,F,2730,2048846
2006.0,39,M,4529,2026022
2006.0,39,T,7259,4074868
2006.0,40,F,2953,2102820
2006.0,40,M,5122,2081774
2006.0,40,T,8075,4184594
2006.0,41,F,3436,2252637
2006.0,41,M,5701,2235552
2006.0,41,T,9137,4488189
2006.0,42,F,3957,2294736
2006.0,42,M,6528,2257544
2006.0,42,T,10485,4552280
2006.0,43,F,4400,2297856
2006.0,43,M,7107,2246886
2006.0,43,T,11507,4544742
2006.0,44,F,4779,2290114
2006.0,44,M,7561,2242649
2006.0,44,T,12340,4532763
2006.0,45,F,5242,2318320
2006.0,45,M,8314,2255226
2006.0,45,T,13556,4573546
2006.0,46,F,5527,2359182
2006.0,46,M,8989,2322962
2006.0,46,T,14516,4682144
2006.0,47,F,6038,2282479
2006.0,47,M,9752,2223663
2006.0,47,T,15790,4506142
2006.0,48,F,6516,2278808
2006.0,48,M,10668,2216534
2006.0,48,T,17184,4495342
2006.0,49,F,6927,2266666
2006.0,49,M,11295,2191446
2006.0,49,T,18222,4458112
2006.0,50,F,7190,2175011
2006.0,50,M,11991,2089893
2006.0,50,T,19181,4264904
2006.0,51,F,7601,2194302
2006.0,51,M,12611,2125890
2006.0,51,T,20212,4320192
2006.0,52,F,7965,2104762
2006.0,52,M,13362,2010094
2006.0,52,T,21327,4114856
2006.0,53,F,8187,2046556
2006.0,53,M,13901,1949539
2006.0,53,T,22088,3996095
2006.0,54,F,8666,1985489
2006.0,54,M,14289,1889337
2006.0,54,T,22955,3874826
2006.0,55,F,8979,1928603
2006.0,55,M,14662,1816409
2006.0,55,T,23641,3745012
2006.0,56,F,9397,1930335
2006.0,56,M,15155,1830564
2006.0,56,T,24552,3760899
2006.0,57,F,10088,1855370
2006.0,57,M,15926,1746603
2006.0,57,T,26014,3601973
2006.0,58,F,11030,1839667
2006.0,58,M,17295,1728992
2006.0,58,T,28325,3568659
2006.0,59,F,12186,1919090
2006.0,59,M,18335,1801227
2006.0,59,T,30521,3720317
2006.0,60,F,10567,1430756
2006.0,60,M,15732,1326336
2006.0,60,T,26299,2757092
2006.0,61,F,11048,1441590
2006.0,61,M,16062,1335279
2006.0,61,T,27110,2776869
2006.0,62,F,12271,1422085
2006.0,62,M,17719,1303566
2006.0,62,T,29990,2725651
2006.0,63,F,13679,1469890
2006.0,63,M,19467,1340312
2006.0,63,T,33146,2810202
2006.0,64,F,13169,1294668
2006.0,64,M,18634,1168771
2006.0,64,T,31803,2463439
2006.0,65,F,13386,1208196
2006.0,65,M,18502,1077812
2006.0,65,T,31888,2286008
2006.0,66,F,13688,1171707
2006.0,66,M,18994,1042044
2006.0,66,T,32682,2213751
2006.0,67,F,14652,1112106
2006.0,67,M,19825,986584
2006.0,67,T,34477,2098690
2006.0,68,F,15387,1090864
2006.0,68,M,20328,953381
2006.0,68,T,35715,2044245
2006.0,69,F,16049,1026329
2006.0,69,M,21072,884178
2006.0,69,T,37121,1910507
2006.0,70,F,17405,1000140
2006.0,70,M,21828,848416
2006.0,70,T,39233,1848556
2006.0,71,F,18621,1005603
2006.0,71,M,23053,843344
2006.0,71,T,41674,1848947
2006.0,72,F,19073,917086
2006.0,72,M,23260,755357
2006.0,72,T,42333,1672443
2006.0,73,F,21009,917734
2006.0,73,M,24888,743108
2006.0,73,T,45897,1660842
2006.0,74,F,22658,900873
2006.0,74,M,26415,718165
2006.0,74,T,49073,1619038
2006.0,75,F,24334,884121
2006.0,75,M,27997,689385
2006.0,75,T,52331,1573506
2006.0,76,F,26738,900407
2006.0,76,M,30129,686620
2006.0,76,T,56867,1587027
2006.0,77,F,28473,842943
2006.0,77,M,30619,629385
2006.0,77,T,59092,1472328
2006.0,78,F,30872,835874
2006.0,78,M,32192,605767
2006.0,78,T,63064,1441641
2006.0,79,F,33066,805791
2006.0,79,M,33290,566741
2006.0,79,T,66356,1372532
2006.0,80,F,35153,763565
2006.0,80,M,34018,515325
2006.0,80,T,69171,1278890
2006.0,81,F,37674,752401
2006.0,81,M,35082,487526
2006.0,81,T,72756,1239927
2006.0,82,F,39944,701199
2006.0,82,M,35188,436936
2006.0,82,T,75132,1138135
2006.0,83,F,40601,643892
2006.0,83,M,34416,392892
2006.0,83,T,75017,1036784
2006.0,84,F,43168,602492
2006.0,84,M,34384,351889
2006.0,84,T,77552,954381
2006.0,85,F,43864,Not Applicable
2006.0,85,M,33370,Not Applicable
2006.0,85,T,77234,Not Applicable
2006.0,86,F,43727,Not Applicable
2006.0,86,M,31193,Not Applicable
2006.0,86,T,74920,Not Applicable
2006.0,87,F,41384,Not Applicable
2006.0,87,M,27666,Not Applicable
2006.0,87,T,69050,Not Applicable
2006.0,88,F,41526,Not Applicable
2006.0,88,M,26404,Not Applicable
2006.0,88,T,67930,Not Applicable
2006.0,89,F,39802,Not Applicable
2006.0,89,M,23176,Not Applicable
2006.0,89,T,62978,Not Applicable
2006.0,90,F,38189,Not Applicable
2006.0,90,M,20438,Not Applicable
2006.0,90,T,58627,Not Applicable
2006.0,91,F,36345,Not Applicable
2006.0,91,M,18014,Not Applicable
2006.0,91,T,54359,Not Applicable
2006.0,92,F,33442,Not Applicable
2006.0,92,M,15118,Not Applicable
2006.0,92,T,48560,Not Applicable
2006.0,93,F,29582,Not Applicable
2006.0,93,M,12264,Not Applicable
2006.0,93,T,41846,Not Applicable
2006.0,94,F,25290,Not Applicable
2006.0,94,M,9680,Not Applicable
2006.0,94,T,34970,Not Applicable
2006.0,95,F,21488,Not Applicable
2006.0,95,M,7287,Not Applicable
2006.0,95,T,28775,Not Applicable
2006.0,96,F,17335,Not Applicable
2006.0,96,M,5438,Not Applicable
2006.0,96,T,22773,Not Applicable
2006.0,97,F,13678,Not Applicable
2006.0,97,M,3913,Not Applicable
2006.0,97,T,17591,Not Applicable
2006.0,98,F,10855,Not Applicable
2006.0,98,M,2735,Not Applicable
2006.0,98,T,13590,Not Applicable
2006.0,99,F,7712,Not Applicable
2006.0,99,M,1795,Not Applicable
2006.0,99,T,9507,Not Applicable
2006.0,100,F,16195,Not Applicable
2006.0,100,M,3087,Not Applicable
2006.0,100,T,19282,Not Applicable
2006.0,NS,F,49,Not Applicable
2006.0,NS,M,171,Not Applicable
2006.0,NS,T,220,Not Applicable
2007.0,0,F,12845,2027181
2007.0,0,M,16293,2120816
2007.0,0,T,29138,4147997
2007.0,1,F,884,1958096
2007.0,1,M,1056,2044119
2007.0,1,T,1940,4002215
2007.0,2,F,513,1942309
2007.0,2,M,665,2031170
2007.0,2,T,1178,3973479
2007.0,3,F,381,1958867
2007.0,3,M,501,2045144
2007.0,3,T,882,4004011
2007.0,4,F,291,1953816
2007.0,4,M,412,2044444
2007.0,4,T,703,3998260
2007.0,5,F,250,1955007
2007.0,5,M,345,2038482
2007.0,5,T,595,3993489
2007.0,6,F,256,1981981
2007.0,6,M,314,2064421
2007.0,6,T,570,4046402
2007.0,7,F,231,1913487
2007.0,7,M,297,2001256
2007.0,7,T,528,3914743
2007.0,8,F,230,1887870
2007.0,8,M,281,1975219
2007.0,8,T,511,3863089
2007.0,9,F,225,1902338
2007.0,9,M,282,1994550
2007.0,9,T,507,3896888
2007.0,10,F,244,1992946
2007.0,10,M,307,2082772
2007.0,10,T,551,4075718
2007.0,11,F,212,2005151
2007.0,11,M,323,2101341
2007.0,11,T,535,4106492
2007.0,12,F,243,2044995
2007.0,12,M,347,2147007
2007.0,12,T,590,4192002
2007.0,13,F,319,2052707
2007.0,13,M,462,2154619
2007.0,13,T,781,4207326
2007.0,14,F,352,2074283
2007.0,14,M,627,2185221
2007.0,14,T,979,4259504
2007.0,15,F,469,2127798
2007.0,15,M,903,2236697
2007.0,15,T,1372,4364495
2007.0,16,F,672,2165619
2007.0,16,M,1337,2286631
2007.0,16,T,2009,4452250
2007.0,17,F,746,2191076
2007.0,17,M,1847,2329969
2007.0,17,T,2593,4521045
2007.0,18,F,928,2135140
2007.0,18,M,2576,2259498
2007.0,18,T,3504,4394638
2007.0,19,F,926,2111693
2007.0,19,M,2895,2223695
2007.0,19,T,3821,4335388
2007.0,20,F,904,2067209
2007.0,20,M,2865,2175195
2007.0,20,T,3769,4242404
2007.0,21,F,1004,2072600
2007.0,21,M,3183,2184771
2007.0,21,T,4187,4257371
2007.0,22,F,974,2060669
2007.0,22,M,3335,2175374
2007.0,22,T,4309,4236043
2007.0,23,F,1004,2018612
2007.0,23,M,3109,2125328
2007.0,23,T,4113,4143940
2007.0,24,F,1039,2051073
2007.0,24,M,3266,2147168
2007.0,24,T,4305,4198241
2007.0,25,F,1055,2094993
2007.0,25,M,3074,2150579
2007.0,25,T,4129,4245572
2007.0,26,F,1171,2111654
2007.0,26,M,3062,2111196
2007.0,26,T,4233,4222850
2007.0,27,F,1145,2118406
2007.0,27,M,3081,2105989
2007.0,27,T,4226,4224395
2007.0,28,F,1190,1992509
2007.0,28,M,2970,2007290
2007.0,28,T,4160,3999799
2007.0,29,F,1263,1911697
2007.0,29,M,2920,1938385
2007.0,29,T,4183,3850082
2007.0,30,F,1222,1929353
2007.0,30,M,2895,1965174
2007.0,30,T,4117,3894527
2007.0,31,F,1282,1855504
2007.0,31,M,2820,1869108
2007.0,31,T,4102,3724612
2007.0,32,F,1410,1944828
2007.0,32,M,2853,1954635
2007.0,32,T,4263,3899463
2007.0,33,F,1411,1890567
2007.0,33,M,2928,1890360
2007.0,33,T,4339,3780927
2007.0,34,F,1631,1939082
2007.0,34,M,3189,1932154
2007.0,34,T,4820,3871236
2007.0,35,F,1889,2040888
2007.0,35,M,3420,2042845
2007.0,35,T,5309,4083733
2007.0,36,F,2059,2160312
2007.0,36,M,3778,2142266
2007.0,36,T,5837,4302578
2007.0,37,F,2189,2184832
2007.0,37,M,4066,2185701
2007.0,37,T,6255,4370533
2007.0,38,F,2417,2074052
2007.0,38,M,4181,2062939
2007.0,38,T,6598,4136991
2007.0,39,F,2572,2042755
2007.0,39,M,4310,2027301
2007.0,39,T,6882,4070056
2007.0,40,F,2900,2050266
2007.0,40,M,4707,2021075
2007.0,40,T,7607,4071341
2007.0,41,F,3149,2111306
2007.0,41,M,5326,2090954
2007.0,41,T,8475,4202260
2007.0,42,F,3540,2251520
2007.0,42,M,6006,2233912
2007.0,42,T,9546,4485432
2007.0,43,F,4159,2301759
2007.0,43,M,6773,2258746
2007.0,43,T,10932,4560505
2007.0,44,F,4627,2284312
2007.0,44,M,7538,2228489
2007.0,44,T,12165,4512801
2007.0,45,F,4926,2286767
2007.0,45,M,8145,2233025
2007.0,45,T,13071,4519792
2007.0,46,F,5502,2325773
2007.0,46,M,8975,2266159
2007.0,46,T,14477,4591932
2007.0,47,F,6149,2367220
2007.0,47,M,9494,2326976
2007.0,47,T,15643,4694196
2007.0,48,F,6521,2277094
2007.0,48,M,10187,2210559
2007.0,48,T,16708,4487653
2007.0,49,F,6736,2285359
2007.0,49,M,11103,2220829
2007.0,49,T,17839,4506188
2007.0,50,F,7425,2256393
2007.0,50,M,11935,2170086
2007.0,50,T,19360,4426479
2007.0,51,F,7871,2189912
2007.0,51,M,12752,2105021
2007.0,51,T,20623,4294933
2007.0,52,F,8025,2185395
2007.0,52,M,13327,2107225
2007.0,52,T,21352,4292620
2007.0,53,F,8282,2110678
2007.0,53,M,14169,2014300
2007.0,53,T,22451,4124978
2007.0,54,F,8793,2053371
2007.0,54,M,14369,1947797
2007.0,54,T,23162,4001168
2007.0,55,F,9030,1970420
2007.0,55,M,15224,1859281
2007.0,55,T,24254,3829701
2007.0,56,F,9446,1936853
2007.0,56,M,15509,1824531
2007.0,56,T,24955,3761384
2007.0,57,F,10007,1920539
2007.0,57,M,16272,1814344
2007.0,57,T,26279,3734883
2007.0,58,F,10676,1852510
2007.0,58,M,16828,1736443
2007.0,58,T,27504,3588953
2007.0,59,F,11709,1829151
2007.0,59,M,17757,1710700
2007.0,59,T,29466,3539851
2007.0,60,F,12785,1893411
2007.0,60,M,19256,1766043
2007.0,60,T,32041,3659454
2007.0,61,F,10996,1441286
2007.0,61,M,16407,1334516
2007.0,61,T,27403,2775802
2007.0,62,F,11759,1435809
2007.0,62,M,17045,1322109
2007.0,62,T,28804,2757918
2007.0,63,F,12827,1417309
2007.0,63,M,18821,1294016
2007.0,63,T,31648,2711325
2007.0,64,F,14257,1451383
2007.0,64,M,20499,1317780
2007.0,64,T,34756,2769163
2007.0,65,F,14160,1290637
2007.0,65,M,19641,1155119
2007.0,65,T,33801,2445756
2007.0,66,F,14065,1195702
2007.0,66,M,19431,1061969
2007.0,66,T,33496,2257671
2007.0,67,F,14638,1162703
2007.0,67,M,19643,1028624
2007.0,67,T,34281,2191327
2007.0,68,F,15231,1099908
2007.0,68,M,20371,968187
2007.0,68,T,35602,2068095
2007.0,69,F,16405,1075855
2007.0,69,M,21406,931531
2007.0,69,T,37811,2007386
2007.0,70,F,16819,1003987
2007.0,70,M,21522,856729
2007.0,70,T,38341,1860716
2007.0,71,F,17972,990705
2007.0,71,M,22715,836079
2007.0,71,T,40687,1826784
2007.0,72,F,19752,983890
2007.0,72,M,23861,815065
2007.0,72,T,43613,1798955
2007.0,73,F,20062,899567
2007.0,73,M,24272,734155
2007.0,73,T,44334,1633722
2007.0,74,F,21790,892848
2007.0,74,M,25482,715467
2007.0,74,T,47272,1608315
2007.0,75,F,23853,870058
2007.0,75,M,27202,683039
2007.0,75,T,51055,1553097
2007.0,76,F,25738,866442
2007.0,76,M,28631,668782
2007.0,76,T,54369,1535224
2007.0,77,F,27948,869410
2007.0,77,M,30303,652493
2007.0,77,T,58251,1521903
2007.0,78,F,29593,815742
2007.0,78,M,30986,599072
2007.0,78,T,60579,1414814
2007.0,79,F,32228,803572
2007.0,79,M,32547,571753
2007.0,79,T,64775,1375325
2007.0,80,F,34090,765528
2007.0,80,M,33696,527247
2007.0,80,T,67786,1292775
2007.0,81,F,36468,732857
2007.0,81,M,34094,483736
2007.0,81,T,70562,1216593
2007.0,82,F,39400,710665
2007.0,82,M,34585,448157
2007.0,82,T,73985,1158822
2007.0,83,F,40894,661644
