Year Code,Age Group,Sex Code,Deaths,Population
2001.0,10-14 years,T,4002,20978678
2001.0,15-19 years,F,3789,9908897
2001.0,15-19 years,M,9766,10547387
2001.0,15-19 years,T,13555,20456284
2001.0,20-24 years,F,4500,9676950
2001.0,20-24 years,M,14197,10080336
2001.0,20-24 years,T,18697,19757286
2001.0,25-34 years,F,12926,19567043
2001.0,25-34 years,M,28757,19904479
2001.0,25-34 years,T,41683,39471522
2001.0,35-44 years,F,33510,22642429
2001.0,35-44 years,M,58164,22409323
2001.0,35-44 years,T,91674,45051752
2001.0,45-54 years,F,63217,20047081
2001.0,45-54 years,M,104848,19339187
2001.0,45-54 years,T,168065,39386268
2001.0,5-9 years,F,1366,9844298
2001.0,5-9 years,M,1727,10329064
2001.0,5-9 years,T,3093,20173362
2001.0,55-64 years,F,99181,13043566
2001.0,55-64 years,M,144958,12061729
2001.0,55-64 years,T,244139,25105295
2001.0,65-74 years,F,189379,10043126
2001.0,65-74 years,M,241581,8341053
2001.0,65-74 years,T,430960,18384179
2001.0,75-84 years,F,361187,7589733
2001.0,75-84 years,M,340742,5003885
2001.0,75-84 years,T,701929,12593618
2001.0,85+ years,F,447998,Not Applicable
2001.0,85+ years,M,217533,Not Applicable
2001.0,85+ years,T,665531,Not Applicable
2001.0,< 1 year,F,12091,1962905
2001.0,< 1 year,M,15477,2049753
2001.0,< 1 year,T,27568,4012658
2001.0,Not Stated,F,91,Not Applicable
2001.0,Not Stated,M,331,Not Applicable
2001.0,Not Stated,T,422,Not Applicable
2002.0,1-4 years,F,2052,7564711
2002.0,1-4 years,M,2806,7913020
2002.0,1-4 years,T,4858,15477731
2002.0,10-14 years,F,1636,10371422
2002.0,10-14 years,M,2496,10889999
2002.0,10-14 years,T,4132,21261421
2002.0,15-19 years,F,3968,9981879
2002.0,15-19 years,M,9844,10628491
2002.0,15-19 years,T,13812,20610370
2002.0,20-24 years,F,4662,9916245
2002.0,20-24 years,M,14572,10327520
2002.0,20-24 years,T,19234,20243765
2002.0,25-34 years,F,12619,19518779
2002.0,25-34 years,M,28736,19830867
2002.0,25-34 years,T,41355,39349646
2002.0,35-44 years,F,33547,22439455
2002.0,35-44 years,M,57593,22201194
2002.0,35-44 years,T,91140,44640649
2002.0,45-54 years,F,64663,20357603
2002.0,45-54 years,M,107722,19634591
2002.0,45-54 years,T,172385,39992194
2002.0,5-9 years,F,1316,9699735
2002.0,5-9 years,M,1702,10172682
2002.0,5-9 years,T,3018,19872417
2002.0,55-64 years,F,101979,13853658
2002.0,55-64 years,M,151363,12849674
2002.0,55-64 years,T,253342,26703332
2002.0,65-74 years,F,185969,10016658
2002.0,65-74 years,M,237021,8371877
2002.0,65-74 years,T,422990,18388535
2002.0,75-84 years,F,364150,7664104
2002.0,75-84 years,M,343504,5100760
2002.0,75-84 years,T,707654,12764864
2002.0,85+ years,F,455170,Not Applicable
2002.0,85+ years,M,225906,Not Applicable
2002.0,85+ years,T,681076,Not Applicable
2002.0,< 1 year,F,12317,1932939
2002.0,< 1 year,M,15717,2018522
2002.0,< 1 year,T,28034,3951461
2002.0,Not Stated,F,75,Not Applicable
2002.0,Not Stated,M,282,Not Applicable
2002.0,Not Stated,T,357,Not Applicable
2003.0,1-4 years,F,2139,7636693
2003.0,1-4 years,M,2826,7979882
2003.0,1-4 years,T,4965,15616575
2003.0,10-14 years,F,1546,10444875
2003.0,10-14 years,M,2510,10970478
2003.0,10-14 years,T,4056,21415353
2003.0,15-19 years,F,3889,10086567
2003.0,15-19 years,M,9706,10710599
2003.0,15-19 years,T,13595,20797166
2003.0,20-24 years,F,5009,10093723
2003.0,20-24 years,M,14964,10497965
2003.0,20-24 years,T,19973,20591688
2003.0,25-34 years,F,12698,19500922
2003.0,25-34 years,M,28602,19742873
2003.0,25-34 years,T,41300,39243795
2003.0,35-44 years,F,33026,22206703
2003.0,35-44 years,M,56435,21947503
2003.0,35-44 years,T,89461,44154206
2003.0,45-54 years,F,66099,20776919
2003.0,45-54 years,M,110682,20043035
2003.0,45-54 years,T,176781,40819954
2003.0,5-9 years,F,1258,9581247
2003.0,5-9 years,M,1640,10039604
2003.0,5-9 years,T,2898,19620851
2003.0,55-64 years,F,106058,14519419
2003.0,55-64 years,M,156461,13489526
2003.0,55-64 years,T,262519,28008945
2003.0,65-74 years,F,182076,10048202
2003.0,65-74 years,M,231421,8452713
2003.0,65-74 years,T,413497,18500915
2003.0,75-84 years,F,360692,7713157
2003.0,75-84 years,M,342332,5183281
2003.0,75-84 years,T,703024,12896438
2003.0,85+ years,F,459640,Not Applicable
2003.0,85+ years,M,228212,Not Applicable
2003.0,85+ years,T,687852,Not Applicable
2003.0,< 1 year,F,12123,1942634
2003.0,< 1 year,M,15902,2033237
2003.0,< 1 year,T,28025,3975871
2003.0,Not Stated,F,71,Not Applicable
2003.0,Not Stated,M,271,Not Applicable
2003.0,Not Stated,T,342,Not Applicable
2004.0,1-4 years,F,2136,7713175
2004.0,1-4 years,M,2649,8058452
2004.0,1-4 years,T,4785,15771627
2004.0,10-14 years,F,1592,10443706
2004.0,10-14 years,M,2354,10967974
2004.0,10-14 years,T,3946,21411680
2004.0,15-19 years,F,4028,10242793
2004.0,15-19 years,M,9678,10859759
2004.0,15-19 years,T,13706,21102552
2004.0,20-24 years,F,4806,10190641
2004.0,20-24 years,M,14909,10654919
2004.0,20-24 years,T,19715,20845560
2004.0,25-34 years,F,12509,19520225
2004.0,25-34 years,M,28359,19746331
2004.0,25-34 years,T,40868,39266556
2004.0,35-44 years,F,31685,22015734
2004.0,35-44 years,M,53677,21784541
2004.0,35-44 years,T,85362,43800275
2004.0,45-54 years,F,66534,21184129
2004.0,45-54 years,M,111163,20445801
2004.0,45-54 years,T,177697,41629930
2004.0,5-9 years,F,1243,9503231
2004.0,5-9 years,M,1645,9951006
2004.0,5-9 years,T,2888,19454237
2004.0,55-64 years,F,106665,15185747
2004.0,55-64 years,M,158032,14119557
2004.0,55-64 years,T,264697,29305304
2004.0,65-74 years,F,176775,10110363
2004.0,65-74 years,M,222891,8557170
2004.0,65-74 years,T,399666,18667533
2004.0,75-84 years,F,350561,7738742
2004.0,75-84 years,M,333669,5251161
2004.0,75-84 years,T,684230,12989903
2004.0,85+ years,F,445123,Not Applicable
2004.0,85+ years,M,226650,Not Applicable
2004.0,85+ years,T,671773,Not Applicable
2004.0,< 1 year,F,12218,1962216
2004.0,< 1 year,M,15718,2052042
2004.0,< 1 year,T,27936,4014258
2004.0,Not Stated,F,72,Not Applicable
2004.0,Not Stated,M,274,Not Applicable
2004.0,Not Stated,T,346,Not Applicable
2005.0,1-4 years,F,1991,7785123
2005.0,1-4 years,M,2765,8127884
2005.0,1-4 years,T,4756,15913007
2005.0,10-14 years,F,1468,10348382
2005.0,10-14 years,M,2297,10864197
2005.0,10-14 years,T,3765,21212579
2005.0,15-19 years,F,3817,10434789
2005.0,15-19 years,M,9886,11051425
2005.0,15-19 years,T,13703,21486214
2005.0,20-24 years,F,4908,10222806
2005.0,20-24 years,M,15623,10737149
2005.0,20-24 years,T,20531,20959955
2005.0,25-34 years,F,12642,19547698
2005.0,25-34 years,M,29283,19710949
2005.0,25-34 years,T,41925,39258647
2005.0,35-44 years,F,31476,21865343
2005.0,35-44 years,M,53309,21640195
2005.0,35-44 years,T,84785,43505538
2005.0,45-54 years,F,69058,21614529
2005.0,45-54 years,M,114472,20881375
2005.0,45-54 years,T,183530,42495904
2005.0,5-9 years,F,1281,9473900
2005.0,5-9 years,M,1556,9915167
2005.0,5-9 years,T,2837,19389067
2005.0,55-64 years,F,109872,15868410
2005.0,55-64 years,M,165429,14773087
2005.0,55-64 years,T,275301,30641497
2005.0,65-74 years,F,175548,10198569
2005.0,65-74 years,M,222807,8683128
2005.0,65-74 years,T,398355,18881697
2005.0,75-84 years,F,351430,7753835
2005.0,75-84 years,M,335235,5320967
2005.0,75-84 years,T,686665,13074802
2005.0,85+ years,F,464373,Not Applicable
2005.0,85+ years,M,238796,Not Applicable
2005.0,85+ years,T,703169,Not Applicable
2005.0,< 1 year,F,12422,1956682
2005.0,< 1 year,M,16018,2047711
2005.0,< 1 year,T,28440,4004393
2005.0,Not Stated,F,56,Not Applicable
2005.0,Not Stated,M,199,Not Applicable
2005.0,Not Stated,T,255,Not Applicable
2006.0,1-4 years,F,2090,7775092
2006.0,1-4 years,M,2541,8122053
2006.0,1-4 years,T,4631,15897145
2006.0,10-14 years,F,1340,10261944
2006.0,10-14 years,M,2074,10771194
2006.0,10-14 years,T,3414,21033138
2006.0,15-19 years,F,3821,10597293
2006.0,15-19 years,M,9918,11210416
2006.0,15-19 years,T,13739,21807709
2006.0,20-24 years,F,4996,10238784
2006.0,20-24 years,M,16152,10797351
2006.0,20-24 years,T,21148,21036135
2006.0,25-34 years,F,12764,19626340
2006.0,25-34 years,M,30188,19768839
2006.0,25-34 years,T,42952,39395179
2006.0,35-44 years,F,30893,21727611
2006.0,35-44 years,M,52150,21516190
2006.0,35-44 years,T,83043,43243801
2006.0,45-54 years,F,69859,22011575
2006.0,45-54 years,M,115172,21274584
2006.0,45-54 years,T,185031,43286159
2006.0,5-9 years,F,1184,9555173
2006.0,5-9 years,M,1551,9989515
2006.0,5-9 years,T,2735,19544688
2006.0,55-64 years,F,112414,16532054
2006.0,55-64 years,M,168987,15398059
2006.0,55-64 years,T,281401,31930113
2006.0,65-74 years,F,171928,10350638
2006.0,65-74 years,M,218165,8852389
2006.0,65-74 years,T,390093,19203027
2006.0,75-84 years,F,340023,7732685
2006.0,75-84 years,M,327315,5362466
2006.0,75-84 years,T,667338,13095151
2006.0,85+ years,F,460414,Not Applicable
2006.0,85+ years,M,241578,Not Applicable
2006.0,85+ years,T,701992,Not Applicable
2006.0,< 1 year,F,12547,1975919
2006.0,< 1 year,M,15980,2065819
2006.0,< 1 year,T,28527,4041738
2006.0,Not Stated,F,49,Not Applicable
2006.0,Not Stated,M,171,Not Applicable
2006.0,Not Stated,T,220,Not Applicable
2007.0,1-4 years,F,2069,7813088
2007.0,1-4 years,M,2634,8164877
2007.0,1-4 years,T,4703,15977965
2007.0,10-14 years,F,1370,10170082
2007.0,10-14 years,M,2066,10670960
2007.0,10-14 years,T,3436,20841042
2007.0,15-19 years,F,3741,10731326
2007.0,15-19 years,M,9558,11336490
2007.0,15-19 years,T,13299,22067816
2007.0,20-24 years,F,4925,10270163
2007.0,20-24 years,M,15758,10807836
2007.0,20-24 years,T,20683,21077999
2007.0,25-34 years,F,12780,19788593
2007.0,25-34 years,M,29792,19924870
2007.0,25-34 years,T,42572,39713463
2007.0,35-44 years,F,29501,21502002
2007.0,35-44 years,M,50105,21294228
2007.0,35-44 years,T,79606,42796230
2007.0,45-54 years,F,70230,22337962
2007.0,45-54 years,M,114456,21601977
2007.0,45-54 years,T,184686,43939939
2007.0,5-9 years,F,1192,9640683
2007.0,5-9 years,M,1519,10073928
2007.0,5-9 years,T,2711,19714611
2007.0,55-64 years,F,113492,17148671
2007.0,55-64 years,M,173618,15979763
2007.0,55-64 years,T,287110,33128434
2007.0,65-74 years,F,170894,10595802
2007.0,65-74 years,M,218344,9102925
2007.0,65-74 years,T,389238,19698727
2007.0,75-84 years,F,331879,7694491
2007.0,75-84 years,M,320803,5392948
2007.0,75-84 years,T,652682,13087439
2007.0,85+ years,F,464781,Not Applicable
2007.0,85+ years,M,248866,Not Applicable
2007.0,85+ years,T,713647,Not Applicable
2007.0,< 1 year,F,12845,2027181
2007.0,< 1 year,M,16293,2120816
2007.0,< 1 year,T,29138,4147997
2007.0,Not Stated,F,45,Not Applicable
2007.0,Not Stated,M,156,Not Applicable
2007.0,Not Stated,T,201,Not Applicable
2008.0,1-4 years,F,2037,7891294
2008.0,1-4 years,M,2693,8247098
2008.0,1-4 years,T,4730,16138392
2008.0,10-14 years,F,1265,10108474
2008.0,10-14 years,M,1884,10598181
2008.0,10-14 years,T,3149,20706655
2008.0,15-19 years,F,3449,10805148
2008.0,15-19 years,M,8958,11405732
2008.0,15-19 years,T,12407,22210880
2008.0,20-24 years,F,4722,10339566
2008.0,20-24 years,M,15069,10841046
2008.0,20-24 years,T,19791,21180612
2008.0,25-34 years,F,12640,20019411
2008.0,25-34 years,M,29635,20188062
2008.0,25-34 years,T,42275,40207473
2008.0,35-44 years,F,28684,21195733
2008.0,35-44 years,M,47686,20996753
2008.0,35-44 years,T,76370,42192486
2008.0,45-54 years,F,71504,22597536
2008.0,45-54 years,M,115038,21862911
2008.0,45-54 years,T,186542,44460447
2008.0,5-9 years,F,1106,9748488
2008.0,5-9 years,M,1396,10181114
2008.0,5-9 years,T,2502,19929602
2008.0,55-64 years,F,116632,17681763
2008.0,55-64 years,M,179550,16475300
2008.0,55-64 years,T,296182,34157063
2008.0,65-74 years,F,176179,11004244
2008.0,65-74 years,M,225400,9501435
2008.0,65-74 years,T,401579,20505679
2008.0,75-84 years,F,331664,7656443
2008.0,75-84 years,M,321896,5419659
2008.0,75-84 years,T,653560,13076102
2008.0,85+ years,F,483470,Not Applicable
2008.0,85+ years,M,261221,Not Applicable
2008.0,85+ years,T,744691,Not Applicable
2008.0,< 1 year,F,12390,2022889
2008.0,< 1 year,M,15669,2109846
2008.0,< 1 year,T,28059,4132735
2008.0,Not Stated,F,45,Not Applicable
2008.0,Not Stated,M,102,Not Applicable
2008.0,Not Stated,T,147,Not Applicable
2009.0,1-4 years,F,1955,7943260
2009.0,1-4 years,M,2495,8297671
2009.0,1-4 years,T,4450,16240931
2009.0,10-14 years,F,1278,10088732
2009.0,10-14 years,M,1850,10571832
2009.0,10-14 years,T,3128,20660564
2009.0,15-19 years,F,3344,10804571
2009.0,15-19 years,M,8176,11388239
2009.0,15-19 years,T,11520,22192810
2009.0,20-24 years,F,4760,10459413
2009.0,20-24 years,M,14136,10924709
2009.0,20-24 years,T,18896,21384122
2009.0,25-34 years,F,13303,20267430
2009.0,25-34 years,M,29199,20455912
2009.0,25-34 years,T,42502,40723342
2009.0,35-44 years,F,28110,20841610
2009.0,35-44 years,M,46555,20646201
2009.0,35-44 years,T,74665,41487811
2009.0,45-54 years,F,72748,22797854
2009.0,45-54 years,M,114820,22069234
2009.0,45-54 years,T,187568,44867088
2009.0,5-9 years,F,1125,9874744
2009.0,5-9 years,M,1398,10307755
2009.0,5-9 years,T,2523,20182499
2009.0,55-64 years,F,119165,18329541
2009.0,55-64 years,M,184142,17076059
2009.0,55-64 years,T,303307,35405600
2009.0,65-74 years,F,175238,11375157
2009.0,65-74 years,M,225794,9857942
2009.0,65-74 years,T,401032,21233099
2009.0,75-84 years,F,316695,7590640
2009.0,75-84 years,M,311032,5432135
2009.0,75-84 years,T,627727,13022775
2009.0,85+ years,F,470396,Not Applicable
2009.0,85+ years,M,262782,Not Applicable
2009.0,85+ years,T,733178,Not Applicable
2009.0,< 1 year,F,11589,1959169
2009.0,< 1 year,M,14823,2044418
2009.0,< 1 year,T,26412,4003587
2009.0,Not Stated,F,78,Not Applicable
2009.0,Not Stated,M,177,Not Applicable
2009.0,Not Stated,T,255,Not Applicable
2010.0,1-4 years,F,1856,7952058
2010.0,1-4 years,M,2460,8305151
2010.0,1-4 years,T,4316,16257209
2010.0,10-14 years,F,1220,10097332
2010.0,10-14 years,M,1729,10579862
2010.0,10-14 years,T,2949,20677194
2010.0,15-19 years,F,3021,10736677
2010.0,15-19 years,M,7866,11303666
2010.0,15-19 years,T,10887,22040343
2010.0,20-24 years,F,4740,10571823
2010.0,20-24 years,M,13924,11014176
2010.0,20-24 years,T,18664,21585999
2010.0,25-34 years,F,13067,20431857
2010.0,25-34 years,M,29192,20632091
2010.0,25-34 years,T,42259,41063948
2010.0,35-44 years,F,26599,20634607
2010.0,35-44 years,M,43434,20435999
2010.0,35-44 years,T,70033,41070606
2010.0,45-54 years,F,71189,22864357
2010.0,45-54 years,M,112018,22142359
2010.0,45-54 years,T,183207,45006716
2010.0,5-9 years,F,1005,9959019
2010.0,5-9 years,M,1325,10389638
2010.0,5-9 years,T,2330,20348657
2010.0,55-64 years,F,121507,18881581
2010.0,55-64 years,M,189295,17601148
2010.0,55-64 years,T,310802,36482729
2010.0,65-74 years,F,177447,11616910
2010.0,65-74 years,M,229704,10096519
2010.0,65-74 years,T,407151,21713429
2010.0,75-84 years,F,313821,7584360
2010.0,75-84 years,M,311830,5476762
2010.0,75-84 years,T,625651,13061122
2010.0,85+ years,F,489608,Not Applicable
2010.0,85+ years,M,275866,Not Applicable
2010.0,85+ years,T,765474,Not Applicable
2010.0,< 1 year,F,10884,1929877
2010.0,< 1 year,M,13702,2014276
2010.0,< 1 year,T,24586,3944153
2010.0,Not Stated,F,39,Not Applicable
2010.0,Not Stated,M,87,Not Applicable
2010.0,Not Stated,T,126,Not Applicable
2011.0,1-4 years,F,1841,7909731
2011.0,1-4 years,M,2405,8255790
2011.0,1-4 years,T,4246,16165521
2011.0,10-14 years,F,1151,10117822
2011.0,10-14 years,M,1799,10587030
2011.0,10-14 years,T,2950,20704852
2011.0,15-19 years,F,2976,10525097
2011.0,15-19 years,M,7618,11118946
2011.0,15-19 years,T,10594,21644043
2011.0,20-24 years,F,4767,10841132
2011.0,20-24 years,M,14306,11312700
2011.0,20-24 years,T,19073,22153832
2011.0,25-34 years,F,13663,20746335
2011.0,25-34 years,M,30085,21044163
2011.0,25-34 years,T,43748,41790498
2011.0,35-44 years,F,26678,20404484
2011.0,35-44 years,M,43215,20223470
2011.0,35-44 years,T,69893,40627954
2011.0,45-54 years,F,71538,22698956
2011.0,45-54 years,M,111709,22019247
2011.0,45-54 years,T,183247,44718203
2011.0,5-9 years,F,1071,9950009
2011.0,5-9 years,M,1380,10384187
2011.0,5-9 years,T,2451,20334196
2011.0,55-64 years,F,126674,19703935
2011.0,55-64 years,M,196641,18358205
2011.0,55-64 years,T,323315,38062140
2011.0,65-74 years,F,180776,12005425
2011.0,65-74 years,M,234276,10476313
2011.0,65-74 years,T,415052,22481738
2011.0,75-84 years,F,313532,7602197
2011.0,75-84 years,M,312693,5573033
2011.0,75-84 years,T,626225,13175230
2011.0,85+ years,F,505120,Not Applicable
2011.0,85+ years,M,285425,Not Applicable
2011.0,85+ years,T,790545,Not Applicable
2011.0,< 1 year,F,10658,1952827
2011.0,< 1 year,M,13327,2043710
2011.0,< 1 year,T,23985,3996537
2011.0,Not Stated,F,35,Not Applicable
2011.0,Not Stated,M,99,Not Applicable
2011.0,Not Stated,T,134,Not Applicable
2012.0,1-4 years,F,1823,7856870
2012.0,1-4 years,M,2395,8199397
2012.0,1-4 years,T,4218,16056267
2012.0,10-14 years,F,1150,10102004
2012.0,10-14 years,M,1716,10567214
2012.0,10-14 years,T,2866,20669218
2012.0,15-19 years,F,2850,10397841
2012.0,15-19 years,M,7224,10962861
2012.0,15-19 years,T,10074,21360702
2012.0,20-24 years,F,4876,11033747
2012.0,20-24 years,M,14232,11549456
2012.0,20-24 years,T,19108,22583203
2012.0,25-34 years,F,13808,20970529
2012.0,25-34 years,M,30783,21338792
2012.0,25-34 years,T,44591,42309321
2012.0,35-44 years,F,26233,20342813
2012.0,35-44 years,M,42929,20173607
2012.0,35-44 years,T,69162,40516420
2012.0,45-54 years,F,70249,22461868
2012.0,45-54 years,M,109214,21806870
2012.0,45-54 years,T,179463,44268738
2012.0,5-9 years,F,1014,10016343
2012.0,5-9 years,M,1320,10459193
2012.0,5-9 years,T,2334,20475536
2012.0,55-64 years,F,128655,19983308
2012.0,55-64 years,M,200951,18602894
2012.0,55-64 years,T,329606,38586202
2012.0,65-74 years,F,187411,12782530
2012.0,65-74 years,M,244935,11202862
2012.0,65-74 years,T,432346,23985392
2012.0,75-84 years,F,309747,7624484
2012.0,75-84 years,M,310681,5648150
2012.0,75-84 years,T,620428,13272634
2012.0,85+ years,F,511204,Not Applicable
2012.0,85+ years,M,294103,Not Applicable
2012.0,85+ years,T,805307,Not Applicable
2012.0,< 1 year,F,10490,1926339
2012.0,< 1 year,M,13139,2016738
2012.0,< 1 year,T,23629,3943077
2012.0,Not Stated,F,47,Not Applicable
2012.0,Not Stated,M,100,Not Applicable
2012.0,Not Stated,T,147,Not Applicable
2013.0,1-4 years,F,1745,7790614
2013.0,1-4 years,M,2323,8135691
2013.0,1-4 years,T,4068,15926305
2013.0,10-14 years,F,1219,10097931
2013.0,10-14 years,M,1694,10552523
2013.0,10-14 years,T,2913,20650454
2013.0,15-19 years,F,2721,10312774
2013.0,15-19 years,M,6759,10846190
2013.0,15-19 years,T,9480,21158964
2013.0,20-24 years,F,4901,11116473
2013.0,20-24 years,M,14105,11678965
2013.0,20-24 years,T,19006,22795438
2013.0,25-34 years,F,14001,21203096
2013.0,25-34 years,M,31462,21641491
2013.0,25-34 years,T,45463,42844587
2013.0,35-44 years,F,26501,20307429
2013.0,35-44 years,M,43072,20145261
2013.0,35-44 years,T,69573,40452690
2013.0,45-54 years,F,69727,22198448
2013.0,45-54 years,M,107997,21569084
2013.0,45-54 years,T,177724,43767532
2013.0,5-9 years,F,1044,10061607
2013.0,5-9 years,M,1383,10508974
2013.0,5-9 years,T,2427,20570581
2013.0,55-64 years,F,131802,20359676
2013.0,55-64 years,M,206325,18956755
2013.0,55-64 years,T,338127,39316431
2013.0,65-74 years,F,196531,13419124
2013.0,65-74 years,M,257898,11797642
2013.0,65-74 years,T,454429,25216766
2013.0,75-84 years,F,309673,7686002
2013.0,75-84 years,M,315340,5760517
2013.0,75-84 years,T,625013,13446519
2013.0,85+ years,F,520736,Not Applicable
2013.0,85+ years,M,304462,Not Applicable
2013.0,85+ years,T,825198,Not Applicable
2013.0,< 1 year,F,10321,1925056
2013.0,< 1 year,M,13119,2016727
2013.0,< 1 year,T,23440,3941783
2013.0,Not Stated,F,37,Not Applicable
2013.0,Not Stated,M,95,Not Applicable
2013.0,Not Stated,T,132,Not Applicable
2014.0,1-4 years,F,1658,7790662
2014.0,1-4 years,M,2172,8137871
2014.0,1-4 years,T,3830,15928533
2014.0,10-14 years,F,1122,10120287
2014.0,10-14 years,M,1771,10551219
2014.0,10-14 years,T,2893,20671506
2014.0,15-19 years,F,2758,10283624
2014.0,15-19 years,M,6828,10784023
2014.0,15-19 years,T,9586,21067647
2014.0,20-24 years,F,4916,11172747
2014.0,20-24 years,M,14289,11739427
2014.0,20-24 years,T,19205,22912174
2014.0,25-34 years,F,14480,21546290
2014.0,25-34 years,M,32697,21970214
2014.0,25-34 years,T,47177,43516504
2014.0,35-44 years,F,27303,20353904
2014.0,35-44 years,M,43693,20159229
2014.0,35-44 years,T,70996,40513133
2014.0,45-54 years,F,69540,22033807
2014.0,45-54 years,M,106377,21425044
2014.0,45-54 years,T,175917,43458851
2014.0,5-9 years,F,1000,10041137
2014.0,5-9 years,M,1357,10478429
2014.0,5-9 years,T,2357,20519566
2014.0,55-64 years,F,136610,20755699
2014.0,55-64 years,M,212198,19321882
2014.0,55-64 years,T,348808,40077581
2014.0,65-74 years,F,202893,14049245
2014.0,65-74 years,M,268648,12349045
2014.0,65-74 years,T,471541,26398290
2014.0,75-84 years,F,308074,7789312
2014.0,75-84 years,M,316430,5893378
2014.0,75-84 years,T,624504,13682690
2014.0,85+ years,F,517441,Not Applicable
2014.0,85+ years,M,308785,Not Applicable
2014.0,85+ years,T,826226,Not Applicable
2014.0,< 1 year,F,10329,1930493
2014.0,< 1 year,M,12886,2017857
2014.0,< 1 year,T,23215,3948350
2014.0,Not Stated,F,53,Not Applicable
2014.0,Not Stated,M,110,Not Applicable
2014.0,Not Stated,T,163,Not Applicable
2015.0,1-4 years,F,1684,7786776
2015.0,1-4 years,M,2281,8142467
2015.0,1-4 years,T,3965,15929243
2015.0,10-14 years,F,1233,10101942
2015.0,10-14 years,M,1776,10520388
2015.0,10-14 years,T,3009,20622330
2015.0,15-19 years,F,2999,10311036
2015.0,15-19 years,M,7187,10797867
2015.0,15-19 years,T,10186,21108903
2015.0,20-24 years,F,5149,11071459
2015.0,20-24 years,M,15159,11667854
2015.0,20-24 years,T,20308,22739313
2015.0,25-34 years,F,15736,21838064
2015.0,25-34 years,M,35781,22299138
2015.0,25-34 years,T,51517,44137202
2015.0,35-44 years,F,27418,20386206
2015.0,35-44 years,M,45670,20203577
2015.0,35-44 years,T,73088,40589783
2015.0,45-54 years,F,68947,21889385
2015.0,45-54 years,M,105547,21298776
2015.0,45-54 years,T,174494,43188161
2015.0,5-9 years,F,1025,10028044
2015.0,5-9 years,M,1377,10459132
2015.0,5-9 years,T,2402,20487176
2015.0,55-64 years,F,140159,21163072
2015.0,55-64 years,M,217626,19714747
2015.0,55-64 years,T,357785,40877819
2015.0,65-74 years,F,212669,14658169
2015.0,65-74 years,M,282347,12892348
2015.0,65-74 years,T,495016,27550517
2015.0,75-84 years,F,313720,7899603
2015.0,75-84 years,M,323846,6023571
2015.0,75-84 years,T,637566,13923174
2015.0,85+ years,F,537997,Not Applicable
2015.0,85+ years,M,321704,Not Applicable
2015.0,85+ years,T,859701,Not Applicable
2015.0,< 1 year,F,10447,1942904
2015.0,< 1 year,M,13008,2035134
2015.0,< 1 year,T,23455,3978038
2015.0,Not Stated,F,43,Not Applicable
2015.0,Not Stated,M,95,Not Applicable
2015.0,Not Stated,T,138,Not Applicable
2016.0,1-4 years,F,1789,7800517
2016.0,1-4 years,M,2256,8156375
2016.0,1-4 years,T,4045,15956892
2016.0,10-14 years,F,1249,10099501
2016.0,10-14 years,M,1764,10518732
2016.0,10-14 years,T,3013,20618233
2016.0,15-19 years,F,3099,10328153
2016.0,15-19 years,M,7713,10801846
2016.0,15-19 years,T,10812,21129999
2016.0,20-24 years,F,5463,10889963
2016.0,20-24 years,M,16300,11491065
2016.0,20-24 years,T,21763,22381028
2016.0,25-34 years,F,17359,22077505
2016.0,25-34 years,M,40257,22599738
2016.0,25-34 years,T,57616,44677243
2016.0,35-44 years,F,28577,20317393
2016.0,35-44 years,M,49215,20152763
2016.0,35-44 years,T,77792,40470156
2016.0,45-54 years,F,68430,21680540
2016.0,45-54 years,M,105086,21106139
2016.0,45-54 years,T,173516,42786679
2016.0,5-9 years,F,1113,9999876
2016.0,5-9 years,M,1377,10429923
2016.0,5-9 years,T,2490,20429799
2016.0,55-64 years,F,144061,21464106
2016.0,55-64 years,M,222384,19999038
2016.0,55-64 years,T,366445,41463144
2016.0,65-74 years,F,219338,15239221
2016.0,65-74 years,M,292742,13391109
2016.0,65-74 years,T,512080,28630330
2016.0,75-84 years,F,312097,8056660
2016.0,75-84 years,M,324819,6176874
2016.0,75-84 years,T,636916,14233534
2016.0,85+ years,F,531107,Not Applicable
2016.0,85+ years,M,323355,Not Applicable
2016.0,85+ years,T,854462,Not Applicable
2016.0,< 1 year,F,10294,1939667
2016.0,< 1 year,M,12867,2030478
2016.0,< 1 year,T,23161,3970145
2016.0,Not Stated,F,40,Not Applicable
2016.0,Not Stated,M,97,Not Applicable
2016.0,Not Stated,T,137,Not Applicable
2017.0,1-4 years,F,1648,7818747
2017.0,1-4 years,M,2232,8180818
2017.0,1-4 years,T,3880,15999565
2017.0,10-14 years,F,1247,10173382
2017.0,10-14 years,M,1970,10605072
2017.0,10-14 years,T,3217,20778454
2017.0,15-19 years,F,3037,10331169
2017.0,15-19 years,M,7849,10800491
2017.0,15-19 years,T,10886,21131660
2017.0,20-24 years,F,5485,10769493
2017.0,20-24 years,M,15654,11349142
2017.0,20-24 years,T,21139,22118635
2017.0,25-34 years,F,18066,22351311
2017.0,25-34 years,M,42149,22991361
2017.0,25-34 years,T,60215,45342672
2017.0,35-44 years,F,29004,20506270
2017.0,35-44 years,M,50792,20369100
2017.0,35-44 years,T,79796,40875370
2017.0,45-54 years,F,66338,21468595
2017.0,45-54 years,M,103804,20906357
2017.0,45-54 years,T,170142,42374952
2017.0,5-9 years,F,1055,9936097
